gb|NG_062314.1|+|14-838|OXA-692 [Acinetobacter baumannii]	gb|WP_122630894.1|+|OXA-692 [Acinetobacter baumannii]
gb|NG_062315.1|+|14-838|OXA-693 [Acinetobacter baumannii]	gb|WP_122630895.1|+|OXA-693 [Acinetobacter baumannii]
gb|NG_062316.1|+|28-852|OXA-694 [Acinetobacter baumannii]	gb|WP_122630896.1|+|OXA-694 [Acinetobacter baumannii]
gb|NG_062317.1|+|19-843|OXA-695 [Acinetobacter baumannii]	gb|WP_122630897.1|+|OXA-695 [Acinetobacter baumannii]
gb|NG_062318.1|+|13-837|OXA-696 [Acinetobacter baumannii]	gb|WP_122630898.1|+|OXA-696 [Acinetobacter baumannii]
gb|NG_062319.1|+|37-861|OXA-697 [Acinetobacter baumannii]	gb|WP_122630899.1|+|OXA-697 [Acinetobacter baumannii]
gb|NG_062320.1|+|27-851|OXA-698 [Acinetobacter baumannii]	gb|WP_122630900.1|+|OXA-698 [Acinetobacter baumannii]
gb|NG_062321.1|+|16-840|OXA-699 [Acinetobacter baumannii]	gb|WP_122630901.1|+|OXA-699 [Acinetobacter baumannii]
gb|NG_062322.1|+|13-837|OXA-700 [Acinetobacter baumannii]	gb|WP_122630902.1|+|OXA-700 [Acinetobacter baumannii]
gb|NG_062323.1|+|18-842|OXA-701 [Acinetobacter baumannii]	gb|WP_122630903.1|+|OXA-701 [Acinetobacter baumannii]
gb|NG_062324.1|+|14-838|OXA-702 [Acinetobacter baumannii]	gb|WP_122630904.1|+|OXA-702 [Acinetobacter baumannii]
gb|NG_062325.1|+|17-841|OXA-703 [Acinetobacter baumannii]	gb|WP_122630905.1|+|OXA-703 [Acinetobacter baumannii]
gb|NG_062326.1|+|17-841|OXA-704 [Acinetobacter baumannii]	gb|WP_122630906.1|+|OXA-704 [Acinetobacter baumannii]
gb|NG_062327.1|+|26-850|OXA-705 [Acinetobacter baumannii]	gb|WP_122630907.1|+|OXA-705 [Acinetobacter baumannii]
gb|NG_062328.1|+|18-842|OXA-706 [Acinetobacter baumannii]	gb|WP_122630908.1|+|OXA-706 [Acinetobacter baumannii]
gb|NG_062329.1|+|25-849|OXA-707 [Acinetobacter baumannii]	gb|WP_122630909.1|+|OXA-707 [Acinetobacter baumannii]
gb|NG_062336.1|+|20-844|OXA-708 [Acinetobacter baumannii]	gb|WP_122630916.1|+|OXA-708 [Acinetobacter baumannii]
gb|NG_062337.1|+|12-836|OXA-709 [Acinetobacter baumannii]	gb|WP_122630917.1|+|OXA-709 [Acinetobacter baumannii]
gb|NG_062338.1|+|22-846|OXA-710 [Acinetobacter baumannii]	gb|WP_122630918.1|+|OXA-710 [Acinetobacter baumannii]
gb|NG_062339.1|+|22-846|OXA-711 [Acinetobacter baumannii]	gb|WP_122630919.1|+|OXA-711 [Acinetobacter baumannii]
gb|NG_062340.1|+|29-853|OXA-712 [Acinetobacter baumannii]	gb|WP_122630920.1|+|OXA-712 [Acinetobacter baumannii]
gb|NG_062341.1|+|15-839|OXA-713 [Acinetobacter baumannii]	gb|WP_122630921.1|+|OXA-713 [Acinetobacter baumannii]
gb|NG_062342.1|+|22-846|OXA-714 [Acinetobacter baumannii]	gb|WP_122630922.1|+|OXA-714 [Acinetobacter baumannii]
gb|NG_062343.1|+|14-838|OXA-715 [Acinetobacter baumannii]	gb|WP_016685888.1|+|OXA-715 [Acinetobacter baumannii]
gb|NG_062344.1|+|13-837|OXA-716 [Acinetobacter baumannii]	gb|WP_031998610.1|+|OXA-716 [Acinetobacter baumannii]
gb|NG_062345.1|+|13-837|OXA-717 [Acinetobacter baumannii]	gb|WP_032018141.1|+|OXA-717 [Acinetobacter baumannii]
gb|NG_062330.1|+|12-836|OXA-718 [Acinetobacter baumannii]	gb|WP_122630910.1|+|OXA-718 [Acinetobacter baumannii]
gb|NG_062331.1|+|9-833|OXA-719 [Acinetobacter baumannii]	gb|WP_122630911.1|+|OXA-719 [Acinetobacter baumannii]
gb|NG_062332.1|+|20-844|OXA-720 [Acinetobacter baumannii]	gb|WP_122630912.1|+|OXA-720 [Acinetobacter baumannii]
gb|NG_062333.1|+|12-836|OXA-721 [Acinetobacter baumannii]	gb|WP_122630913.1|+|OXA-721 [Acinetobacter baumannii]
gb|NG_062334.1|+|13-837|OXA-722 [Acinetobacter baumannii]	gb|WP_122630914.1|+|OXA-722 [Acinetobacter baumannii]
gb|NG_062335.1|+|18-842|OXA-723 [Acinetobacter baumannii]	gb|WP_122630915.1|+|OXA-723 [Acinetobacter baumannii]
gb|NG_062247.1|+|101-895|OXA-726 [Aeromonas hydrophila]	gb|WP_101150415.1|+|OXA-726 [Aeromonas hydrophila]
gb|NG_061621.1|+|1-852|OXA-727 [Acinetobacter]	gb|WP_114272532.1|+|OXA-727 [Acinetobacter]
gb|NG_061622.1|+|1-852|OXA-728 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	gb|WP_116786835.1|+|OXA-728 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]
gb|NG_061383.1|+|101-970|OXA-729 [Shewanella algae]	gb|WP_114699266.1|+|OXA-729 [Shewanella algae]
gb|NG_061623.1|+|1-831|OXA-730 [Acinetobacter calcoaceticus]	gb|WP_116786836.1|+|OXA-730 [Acinetobacter calcoaceticus]
gb|NG_061613.1|+|1-798|OXA-731 [Shewanella sp.]	gb|WP_116786833.1|+|OXA-731 [Shewanella sp.]
gb|NG_061615.1|+|101-901|OXA-732 [Pseudomonas aeruginosa]	gb|WP_072678505.1|+|OXA-732 [Pseudomonas aeruginosa]
gb|NG_062257.1|+|1-825|OXA-733 [Acinetobacter baumannii]	gb|WP_122630844.1|+|OXA-733 [Acinetobacter baumannii]
gb|NG_062266.1|+|1-825|OXA-734 [Acinetobacter baumannii]	gb|WP_122630853.1|+|OXA-734 [Acinetobacter baumannii]
gb|NG_062267.1|+|1-825|OXA-735 [Acinetobacter baumannii]	gb|WP_122630854.1|+|OXA-735 [Acinetobacter baumannii]
gb|NG_062268.1|+|1-801|OXA-736 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	gb|WP_122630855.1|+|OXA-736 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]
gb|NG_063842.1|+|50-874|OXA-738 [Acinetobacter baumannii]	gb|WP_128268238.1|+|OXA-738 [Acinetobacter baumannii]
gb|NG_063843.1|+|1-825|OXA-739 [Acinetobacter baumannii]	gb|WP_114225343.1|+|OXA-739 [Acinetobacter baumannii]
gb|NG_063844.1|+|41-865|OXA-740 [Acinetobacter baumannii]	gb|WP_128268239.1|+|OXA-740 [Acinetobacter baumannii]
gb|NG_063845.1|+|40-864|OXA-741 [Acinetobacter baumannii]	gb|WP_128268240.1|+|OXA-741 [Acinetobacter baumannii]
gb|NG_063846.1|+|34-858|OXA-742 [Acinetobacter baumannii]	gb|WP_128268241.1|+|OXA-742 [Acinetobacter baumannii]
gb|NG_063847.1|+|19-843|OXA-743 [Acinetobacter baumannii]	gb|WP_128268242.1|+|OXA-743 [Acinetobacter baumannii]
gb|NG_063848.1|+|40-864|OXA-744 [Acinetobacter baumannii]	gb|WP_128268243.1|+|OXA-744 [Acinetobacter baumannii]
gb|NG_063849.1|+|34-858|OXA-745 [Acinetobacter baumannii]	gb|WP_128268244.1|+|OXA-745 [Acinetobacter baumannii]
gb|NG_063850.1|+|24-848|OXA-746 [Acinetobacter baumannii]	gb|WP_128268245.1|+|OXA-746 [Acinetobacter baumannii]
gb|NG_063851.1|+|26-850|OXA-747 [Acinetobacter baumannii]	gb|WP_128268246.1|+|OXA-747 [Acinetobacter baumannii]
gb|NG_063852.1|+|41-865|OXA-748 [Acinetobacter baumannii]	gb|WP_128268247.1|+|OXA-748 [Acinetobacter baumannii]
gb|NG_063853.1|+|30-854|OXA-749 [Acinetobacter baumannii]	gb|WP_128268248.1|+|OXA-749 [Acinetobacter baumannii]
gb|NG_063854.1|+|15-839|OXA-750 [Acinetobacter baumannii]	gb|WP_128268249.1|+|OXA-750 [Acinetobacter baumannii]
gb|NG_063855.1|+|14-838|OXA-751 [Acinetobacter baumannii]	gb|WP_128268250.1|+|OXA-751 [Acinetobacter baumannii]
gb|NG_063856.1|+|14-838|OXA-752 [Acinetobacter baumannii]	gb|WP_128268251.1|+|OXA-752 [Acinetobacter baumannii]
gb|NG_063857.1|+|40-864|OXA-753 [Acinetobacter baumannii]	gb|WP_128268252.1|+|OXA-753 [Acinetobacter baumannii]
gb|NG_063858.1|+|30-854|OXA-754 [Acinetobacter baumannii]	gb|WP_128268253.1|+|OXA-754 [Acinetobacter baumannii]
gb|NG_063859.1|+|14-838|OXA-755 [Acinetobacter baumannii]	gb|WP_128268254.1|+|OXA-755 [Acinetobacter baumannii]
gb|NG_063860.1|+|41-865|OXA-756 [Acinetobacter baumannii]	gb|WP_128268255.1|+|OXA-756 [Acinetobacter baumannii]
gb|NG_063861.1|+|41-865|OXA-757 [Acinetobacter baumannii]	gb|WP_128268256.1|+|OXA-757 [Acinetobacter baumannii]
gb|NG_063862.1|+|44-868|OXA-758 [Acinetobacter baumannii]	gb|WP_128268257.1|+|OXA-758 [Acinetobacter baumannii]
gb|NG_063863.1|+|41-865|OXA-759 [Acinetobacter baumannii]	gb|WP_128268258.1|+|OXA-759 [Acinetobacter baumannii]
gb|NG_063864.1|+|30-854|OXA-760 [Acinetobacter baumannii]	gb|WP_128268259.1|+|OXA-760 [Acinetobacter baumannii]
gb|NG_063865.1|+|15-839|OXA-761 [Acinetobacter baumannii]	gb|WP_128268260.1|+|OXA-761 [Acinetobacter baumannii]
gb|NG_063866.1|+|25-849|OXA-762 [Acinetobacter baumannii]	gb|WP_128268261.1|+|OXA-762 [Acinetobacter baumannii]
gb|NG_063867.1|+|14-838|OXA-763 [Acinetobacter baumannii]	gb|WP_128268262.1|+|OXA-763 [Acinetobacter baumannii]
gb|NG_063868.1|+|48-872|OXA-764 [Acinetobacter baumannii]	gb|WP_128268263.1|+|OXA-764 [Acinetobacter baumannii]
gb|NG_063869.1|+|14-838|OXA-765 [Acinetobacter baumannii]	gb|WP_128268264.1|+|OXA-765 [Acinetobacter baumannii]
gb|NG_063870.1|+|41-865|OXA-766 [Acinetobacter baumannii]	gb|WP_128268265.1|+|OXA-766 [Acinetobacter baumannii]
gb|NG_063871.1|+|37-861|OXA-767 [Acinetobacter baumannii]	gb|WP_128268266.1|+|OXA-767 [Acinetobacter baumannii]
gb|NG_063872.1|+|13-837|OXA-768 [Acinetobacter baumannii]	gb|WP_128268267.1|+|OXA-768 [Acinetobacter baumannii]
gb|NG_063873.1|+|19-843|OXA-769 [Acinetobacter baumannii]	gb|WP_128268268.1|+|OXA-769 [Acinetobacter baumannii]
gb|NG_063874.1|+|34-858|OXA-770 [Acinetobacter baumannii]	gb|WP_128268269.1|+|OXA-770 [Acinetobacter baumannii]
gb|NG_063875.1|+|36-860|OXA-771 [Acinetobacter baumannii]	gb|WP_128268270.1|+|OXA-771 [Acinetobacter baumannii]
gb|NG_063876.1|+|43-867|OXA-772 [Acinetobacter baumannii]	gb|WP_128268271.1|+|OXA-772 [Acinetobacter baumannii]
gb|NG_063877.1|+|24-848|OXA-773 [Acinetobacter baumannii]	gb|WP_128268272.1|+|OXA-773 [Acinetobacter baumannii]
gb|NG_063878.1|+|23-847|OXA-774 [Acinetobacter baumannii]	gb|WP_128268273.1|+|OXA-774 [Acinetobacter baumannii]
gb|NG_063879.1|+|14-838|OXA-775 [Acinetobacter baumannii]	gb|WP_128268274.1|+|OXA-775 [Acinetobacter baumannii]
gb|NG_063880.1|+|16-840|OXA-776 [Acinetobacter baumannii]	gb|WP_128268275.1|+|OXA-776 [Acinetobacter baumannii]
gb|NG_062346.1|+|1-822|OXA-777 [Acinetobacter pittii]	gb|WP_122630923.1|+|OXA-777 [Acinetobacter pittii]
gb|NG_062347.1|+|1-822|OXA-778 [Acinetobacter pittii]	gb|WP_122630924.1|+|OXA-778 [Acinetobacter pittii]
gb|NG_063881.1|+|101-895|OXA-780 [Aeromonas]	gb|WP_049637206.1|+|OXA-780 [Aeromonas]
gb|NG_063882.1|+|1-825|OXA-781 [Acinetobacter baumannii]	gb|WP_128268276.1|+|OXA-781 [Acinetobacter baumannii]
gb|NG_063883.1|+|1-825|OXA-782 [Acinetobacter baumannii]	gb|WP_128268277.1|+|OXA-782 [Acinetobacter baumannii]
gb|NG_063884.1|+|1-750|OXA-783 [Campylobacter coli]	gb|WP_128268278.1|+|OXA-783 [Campylobacter coli]
gb|NG_063885.1|+|1-774|OXA-784 [Campylobacter]	gb|WP_065980086.1|+|OXA-784 [Campylobacter]
gb|NG_063886.1|+|1-747|OXA-785 [Campylobacter jejuni]	gb|WP_126205827.1|+|OXA-785 [Campylobacter jejuni]
gb|NG_063887.1|+|1-744|OXA-786 [Campylobacter jejuni]	gb|WP_128268279.1|+|OXA-786 [Campylobacter jejuni]
gb|NG_064748.1|+|1-828|OXA-787 [Achromobacter dolens]	gb|WP_136512083.1|+|OXA-787 [Achromobacter dolens]
gb|NG_064749.1|+|1-786|OXA-788 [Providencia stuartii]	gb|WP_136512084.1|+|OXA-788 [Providencia stuartii]
gb|NG_064750.1|+|1-828|OXA-789 [Achromobacter dolens]	gb|WP_054500785.1|+|OXA-789 [Achromobacter dolens]
gb|NG_064751.1|+|1-792|OXA-793 [Klebsiella pneumoniae]	gb|WP_136512085.1|+|OXA-793 [Klebsiella pneumoniae]
gb|NG_064752.1|+|1-801|OXA-794 [Pseudomonas aeruginosa]	gb|WP_136512086.1|+|OXA-794 [Pseudomonas aeruginosa]
gb|NG_064753.1|+|1-795|OXA-795 [Pseudomonas aeruginosa]	gb|WP_136512087.1|+|OXA-795 [Pseudomonas aeruginosa]
gb|NG_064754.1|+|101-931|OXA-796 [Proteus sp. VIITMP5]	gb|WP_110612827.1|+|OXA-796 [Proteus sp. VIITMP5]
gb|NG_064755.1|+|1-825|OXA-797 [Acinetobacter baumannii]	gb|WP_136512088.1|+|OXA-797 [Acinetobacter baumannii]
gb|NG_064756.1|+|1-825|OXA-798 [Acinetobacter baumannii]	gb|WP_136512089.1|+|OXA-798 [Acinetobacter baumannii]
gb|NG_064757.1|+|1-825|OXA-799 [Acinetobacter baumannii]	gb|WP_136512090.1|+|OXA-799 [Acinetobacter baumannii]
gb|NG_064758.1|+|1-825|OXA-800 [Acinetobacter baumannii]	gb|WP_136512091.1|+|OXA-800 [Acinetobacter baumannii]
gb|NG_064759.1|+|1-822|OXA-801 [Acinetobacter pittii]	gb|WP_136512092.1|+|OXA-801 [Acinetobacter pittii]
gb|NG_064760.1|+|1-822|OXA-802 [Acinetobacter pittii]	gb|WP_136512093.1|+|OXA-802 [Acinetobacter pittii]
gb|NG_064761.1|+|1-822|OXA-803 [Acinetobacter pittii]	gb|WP_136512094.1|+|OXA-803 [Acinetobacter pittii]
gb|NG_064762.1|+|1-822|OXA-804 [Acinetobacter pittii]	gb|WP_136512095.1|+|OXA-804 [Acinetobacter pittii]
gb|NG_064763.1|+|1-822|OXA-805 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	gb|WP_136512096.1|+|OXA-805 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]
gb|NG_064764.1|+|1-822|OXA-806 [Acinetobacter radioresistens]	gb|WP_136512097.1|+|OXA-806 [Acinetobacter radioresistens]
gb|NG_064765.1|+|1-822|OXA-807 [Acinetobacter radioresistens]	gb|WP_136512098.1|+|OXA-807 [Acinetobacter radioresistens]
gb|NG_064766.1|+|1-822|OXA-808 [Acinetobacter radioresistens]	gb|WP_136512099.1|+|OXA-808 [Acinetobacter radioresistens]
gb|NG_064767.1|+|1-822|OXA-809 [Acinetobacter radioresistens]	gb|WP_136512100.1|+|OXA-809 [Acinetobacter radioresistens]
gb|NG_064768.1|+|1-822|OXA-810 [Acinetobacter radioresistens]	gb|WP_136512101.1|+|OXA-810 [Acinetobacter radioresistens]
gb|NG_064769.1|+|1-822|OXA-811 [Acinetobacter radioresistens]	gb|WP_136512102.1|+|OXA-811 [Acinetobacter radioresistens]
gb|NG_064771.1|+|101-922|OXA-813 [Acinetobacter]	gb|WP_005404206.1|+|OXA-813 [Acinetobacter]
gb|NG_064772.1|+|1-822|OXA-814 [Acinetobacter radioresistens]	gb|WP_005405613.1|+|OXA-814 [Acinetobacter radioresistens]
gb|NG_064773.1|+|1-822|OXA-815 [Acinetobacter radioresistens]	gb|WP_111280830.1|+|OXA-815 [Acinetobacter radioresistens]
gb|NG_064774.1|+|1-822|OXA-816 [Acinetobacter]	gb|WP_026444036.1|+|OXA-816 [Acinetobacter]
gb|NG_064775.1|+|1-822|OXA-817 [Acinetobacter radioresistens]	gb|WP_075040046.1|+|OXA-817 [Acinetobacter radioresistens]
gb|NG_064777.1|+|1-822|OXA-819 [Acinetobacter calcoaceticus/baumannii complex]	gb|WP_032053762.1|+|OXA-819 [Acinetobacter calcoaceticus/baumannii complex]
gb|NG_064778.1|+|1-822|OXA-820 [Acinetobacter calcoaceticus/baumannii complex]	gb|WP_032057042.1|+|OXA-820 [Acinetobacter calcoaceticus/baumannii complex]
gb|NG_064779.1|+|1-822|OXA-821 [Acinetobacter pittii]	gb|WP_057061999.1|+|OXA-821 [Acinetobacter pittii]
gb|NG_066712.1|+|1-822|OXA-822 [Acinetobacter calcoaceticus]	gb|WP_133973918.1|+|OXA-822 [Acinetobacter calcoaceticus]
gb|NG_064780.1|+|1-801|OXA-823 [Pseudomonas aeruginosa]	gb|WP_136512103.1|+|OXA-823 [Pseudomonas aeruginosa]
gb|NG_064781.1|+|1-801|OXA-824 [Pseudomonas aeruginosa]	gb|WP_136512104.1|+|OXA-824 [Pseudomonas aeruginosa]
gb|NG_065437.1|+|1-822|OXA-826 [Acinetobacter pittii]	gb|WP_140423319.1|+|OXA-826 [Acinetobacter pittii]
gb|NG_065438.1|+|1-801|OXA-827 [Pseudomonas aeruginosa]	gb|WP_140423320.1|+|OXA-827 [Pseudomonas aeruginosa]
gb|NG_065439.1|+|1-825|OXA-828 [Acinetobacter baumannii]	gb|WP_140423321.1|+|OXA-828 [Acinetobacter baumannii]
gb|NG_065440.1|+|1-825|OXA-829 [Acinetobacter baumannii]	gb|WP_140423322.1|+|OXA-829 [Acinetobacter baumannii]
gb|NG_066713.1|+|1-801|OXA-830 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	gb|WP_152315468.1|+|OXA-830 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]
gb|NG_065441.1|+|1-825|OXA-831 [Acinetobacter baumannii]	gb|WP_140423323.1|+|OXA-831 [Acinetobacter baumannii]
gb|NG_065442.1|+|1-822|OXA-832 [Acinetobacter pittii]	gb|WP_086264536.1|+|OXA-832 [Acinetobacter pittii]
gb|NG_065443.1|+|27-824|OXA-833 [Klebsiella pneumoniae]	gb|WP_140423324.1|+|OXA-833 [Klebsiella pneumoniae]
gb|NG_065444.1|+|101-925|OXA-834 [Acinetobacter baumannii]	gb|WP_125052736.1|+|OXA-834 [Acinetobacter baumannii]
gb|NG_065881.1|+|1-807|OXA-836 [Pseudomonas aeruginosa]	gb|WP_148044423.1|+|OXA-836 [Pseudomonas aeruginosa]
gb|NG_066512.1|+|1-828|OXA-839 [Achromobacter xylosoxidans]	gb|WP_150823471.1|+|OXA-839 [Achromobacter xylosoxidans]
gb|NG_066513.1|+|1-822|OXA-840 [Acinetobacter pittii]	gb|WP_150823472.1|+|OXA-840 [Acinetobacter pittii]
gb|NG_066514.1|+|1-822|OXA-841 [Acinetobacter pittii]	gb|WP_150823473.1|+|OXA-841 [Acinetobacter pittii]
gb|NG_066515.1|+|1-822|OXA-842 [Acinetobacter pittii]	gb|WP_087088911.1|+|OXA-842 [Acinetobacter pittii]
gb|NG_066516.1|+|1-822|OXA-843 [Acinetobacter pittii]	gb|WP_150823474.1|+|OXA-843 [Acinetobacter pittii]
gb|NG_066517.1|+|1-822|OXA-844 [Acinetobacter calcoaceticus]	gb|WP_150823475.1|+|OXA-844 [Acinetobacter calcoaceticus]
gb|NG_066518.1|+|1-828|OXA-845 [Acinetobacter haemolyticus]	gb|WP_150823476.1|+|OXA-845 [Acinetobacter haemolyticus]
gb|NG_066520.1|+|1-789|OXA-847 [Pseudomonas]	gb|WP_010793618.1|+|OXA-847 [Pseudomonas]
gb|NG_066521.1|+|1-789|OXA-848 [Pseudomonas aeruginosa]	gb|WP_019485147.1|+|OXA-848 [Pseudomonas aeruginosa]
gb|NG_066522.1|+|1-789|OXA-849 [Pseudomonas aeruginosa]	gb|WP_150823477.1|+|OXA-849 [Pseudomonas aeruginosa]
gb|NG_066524.1|+|1-789|OXA-851 [Pseudomonas aeruginosa]	gb|WP_014603442.1|+|OXA-851 [Pseudomonas aeruginosa]
gb|NG_066714.1|+|14-838|OXA-852 [Acinetobacter baumannii]	gb|WP_152315469.1|+|OXA-852 [Acinetobacter baumannii]
gb|NG_066715.1|+|29-853|OXA-853 [Acinetobacter baumannii]	gb|WP_114252036.1|+|OXA-853 [Acinetobacter baumannii]
gb|NG_066716.1|+|14-838|OXA-854 [Acinetobacter baumannii]	gb|WP_114158997.1|+|OXA-854 [Acinetobacter baumannii]
gb|NG_066717.1|+|25-849|OXA-855 [Acinetobacter baumannii]	gb|WP_032061328.1|+|OXA-855 [Acinetobacter baumannii]
gb|NG_066718.1|+|19-843|OXA-856 [Acinetobacter baumannii]	gb|WP_001021774.1|+|OXA-856 [Acinetobacter baumannii]
gb|NG_066719.1|+|28-852|OXA-857 [Acinetobacter baumannii]	gb|WP_152315470.1|+|OXA-857 [Acinetobacter baumannii]
gb|NG_066720.1|+|31-855|OXA-858 [Acinetobacter baumannii]	gb|WP_152315471.1|+|OXA-858 [Acinetobacter baumannii]
gb|NG_066721.1|+|16-840|OXA-859 [Acinetobacter baumannii]	gb|WP_152315472.1|+|OXA-859 [Acinetobacter baumannii]
gb|NG_066722.1|+|13-837|OXA-860 [Acinetobacter baumannii]	gb|WP_152315473.1|+|OXA-860 [Acinetobacter baumannii]
gb|NG_066723.1|+|32-856|OXA-861 [Acinetobacter baumannii]	gb|WP_152315474.1|+|OXA-861 [Acinetobacter baumannii]
gb|NG_066724.1|+|29-853|OXA-862 [Acinetobacter baumannii]	gb|WP_152315475.1|+|OXA-862 [Acinetobacter baumannii]
gb|NG_066725.1|+|15-839|OXA-863 [Acinetobacter baumannii]	gb|WP_152315476.1|+|OXA-863 [Acinetobacter baumannii]
gb|NG_066726.1|+|14-838|OXA-864 [Acinetobacter baumannii]	gb|WP_152315477.1|+|OXA-864 [Acinetobacter baumannii]
gb|NG_066727.1|+|43-867|OXA-865 [Acinetobacter baumannii]	gb|WP_152315478.1|+|OXA-865 [Acinetobacter baumannii]
gb|NG_066728.1|+|31-855|OXA-866 [Acinetobacter baumannii]	gb|WP_152315479.1|+|OXA-866 [Acinetobacter baumannii]
gb|NG_066729.1|+|48-872|OXA-867 [Acinetobacter baumannii]	gb|WP_152315480.1|+|OXA-867 [Acinetobacter baumannii]
gb|NG_066730.1|+|24-848|OXA-868 [Acinetobacter baumannii]	gb|WP_152315481.1|+|OXA-868 [Acinetobacter baumannii]
gb|NG_066731.1|+|35-859|OXA-869 [Acinetobacter baumannii]	gb|WP_152315482.1|+|OXA-869 [Acinetobacter baumannii]
gb|NG_066732.1|+|35-859|OXA-870 [Acinetobacter baumannii]	gb|WP_152315483.1|+|OXA-870 [Acinetobacter baumannii]
gb|NG_066733.1|+|35-859|OXA-871 [Acinetobacter baumannii]	gb|WP_152315484.1|+|OXA-871 [Acinetobacter baumannii]
gb|NG_066734.1|+|35-859|OXA-872 [Acinetobacter baumannii]	gb|WP_152315485.1|+|OXA-872 [Acinetobacter baumannii]
gb|NG_066735.1|+|17-841|OXA-873 [Acinetobacter baumannii]	gb|WP_152315486.1|+|OXA-873 [Acinetobacter baumannii]
gb|NG_066736.1|+|41-865|OXA-874 [Acinetobacter baumannii]	gb|WP_152315487.1|+|OXA-874 [Acinetobacter baumannii]
gb|NG_066737.1|+|43-867|OXA-875 [Acinetobacter baumannii]	gb|WP_152315488.1|+|OXA-875 [Acinetobacter baumannii]
gb|NG_066738.1|+|41-865|OXA-876 [Acinetobacter baumannii]	gb|WP_152315489.1|+|OXA-876 [Acinetobacter baumannii]
gb|NG_066739.1|+|36-860|OXA-877 [Acinetobacter baumannii]	gb|WP_152315490.1|+|OXA-877 [Acinetobacter baumannii]
gb|NG_066740.1|+|41-865|OXA-878 [Acinetobacter baumannii]	gb|WP_152315491.1|+|OXA-878 [Acinetobacter baumannii]
gb|NG_066741.1|+|45-869|OXA-879 [Acinetobacter baumannii]	gb|WP_152315492.1|+|OXA-879 [Acinetobacter baumannii]
gb|NG_066742.1|+|40-864|OXA-880 [Acinetobacter baumannii]	gb|WP_152315493.1|+|OXA-880 [Acinetobacter baumannii]
gb|NG_066743.1|+|28-852|OXA-881 [Acinetobacter baumannii]	gb|WP_152315494.1|+|OXA-881 [Acinetobacter baumannii]
gb|NG_066744.1|+|30-854|OXA-882 [Acinetobacter baumannii]	gb|WP_152315495.1|+|OXA-882 [Acinetobacter baumannii]
gb|NG_066745.1|+|12-836|OXA-883 [Acinetobacter baumannii]	gb|WP_152315496.1|+|OXA-883 [Acinetobacter baumannii]
gb|NG_066746.1|+|13-837|OXA-884 [Acinetobacter baumannii]	gb|WP_152315497.1|+|OXA-884 [Acinetobacter baumannii]
gb|NG_066747.1|+|43-867|OXA-885 [Acinetobacter baumannii]	gb|WP_152315498.1|+|OXA-885 [Acinetobacter baumannii]
gb|NG_066748.1|+|12-836|OXA-886 [Acinetobacter baumannii]	gb|WP_152315499.1|+|OXA-886 [Acinetobacter baumannii]
gb|NG_066749.1|+|13-837|OXA-887 [Acinetobacter baumannii]	gb|WP_152315500.1|+|OXA-887 [Acinetobacter baumannii]
gb|NG_066750.1|+|33-857|OXA-888 [Acinetobacter baumannii]	gb|WP_152315501.1|+|OXA-888 [Acinetobacter baumannii]
gb|NG_066751.1|+|46-870|OXA-889 [Acinetobacter baumannii]	gb|WP_152315502.1|+|OXA-889 [Acinetobacter baumannii]
gb|NG_066752.1|+|32-856|OXA-890 [Acinetobacter baumannii]	gb|WP_152315503.1|+|OXA-890 [Acinetobacter baumannii]
gb|NG_066753.1|+|16-840|OXA-891 [Acinetobacter baumannii]	gb|WP_152315504.1|+|OXA-891 [Acinetobacter baumannii]
gb|NG_066754.1|+|31-855|OXA-892 [Acinetobacter baumannii]	gb|WP_152315505.1|+|OXA-892 [Acinetobacter baumannii]
gb|NG_070898.1|+|1-822|OXA-893 [Acinetobacter baumannii]	gb|WP_194293137.1|+|OXA-893 [Acinetobacter baumannii]
gb|NG_066755.1|+|1-798|OXA-894 [Shewanella xiamenensis]	gb|WP_144376393.1|+|OXA-894 [Shewanella xiamenensis]
gb|NG_067158.1|+|1-825|OXA-896 [Enterobacter cloacae]	gb|WP_156404658.1|+|OXA-896 [Enterobacter cloacae]
gb|NG_070745.1|+|1-813|OXA-900 [Citrobacter freundii]	gb|WP_178317675.1|+|OXA-900 [Citrobacter freundii]
gb|NG_068020.1|+|1-789|OXA-901 [Pseudomonas aeruginosa]	gb|WP_031757092.1|+|OXA-901 [Pseudomonas aeruginosa]
gb|NG_068021.1|+|1-792|OXA-902 [Pseudomonas aeruginosa]	gb|WP_024916334.1|+|OXA-902 [Pseudomonas aeruginosa]
gb|NG_068022.1|+|1-789|OXA-903 [Pseudomonas aeruginosa]	gb|WP_164461291.1|+|OXA-903 [Pseudomonas aeruginosa]
gb|NG_068023.1|+|1-789|OXA-904 [Pseudomonas aeruginosa]	gb|WP_003122322.1|+|OXA-904 [Pseudomonas aeruginosa]
