ARO_ID,Gene,Organism,Antibiotics,Drug_Class,Resistance_Mechanism
3005150,PAC-1,Pseudomonas aeruginosa,,cephalosporin,antibiotic inactivation
3005151,PDC-53,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005152,PDC-72,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005153,PDC-69,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005259,TEM-228,Neisseria gonorrhoeae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005155,PDC-23,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005156,PDC-28,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005157,PDC-41,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005158,OXA-668,Acinetobacter sp. ETR1,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005159,OXA-818,Acinetobacter radioresistens,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005160,OXA-812,Acinetobacter radioresistens,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005277,PDC-105,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3004572,Staphylococcus aureus LmrS,Staphylococcus aureus subsp. aureus COL,erythromycin;streptomycin;kanamycin A;linezolid;trimethoprim;chloramphenicol;florfenicol,macrolide antibiotic;aminoglycoside antibiotic;oxazolidinone antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic,antibiotic efflux
3005162,FosA7.5,Escherichia coli,fosfomycin,phosphonic acid antibiotic,antibiotic inactivation
3005164,dfrA35,Escherichia coli,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3003654,CMY-134,Escherichia coli,,cephalosporin,antibiotic inactivation
3005204,CMY-143,Escherichia coli,,cephalosporin,antibiotic inactivation
3002119,CMY-107,Escherichia coli,,cephalosporin,antibiotic inactivation
3005176,CMY-158,Escherichia coli,,cephalosporin,antibiotic inactivation
3005177,CMY-173,Escherichia coli,,cephalosporin,antibiotic inactivation
3005180,CMY-147,Escherichia coli,,cephalosporin,antibiotic inactivation
3005181,CMY-146,Escherichia coli,,cephalosporin,antibiotic inactivation
3005182,CMY-156,Escherichia coli,,cephalosporin,antibiotic inactivation
3005183,CMY-160,Escherichia coli,,cephalosporin,antibiotic inactivation
3005184,CMY-162,Escherichia coli,,cephalosporin,antibiotic inactivation
3005185,CMY-140,Escherichia coli,,cephalosporin,antibiotic inactivation
3005186,CMY-164,Escherichia coli,,cephalosporin,antibiotic inactivation
3006281,ADC-101,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005187,CMY-161,Escherichia coli,,cephalosporin,antibiotic inactivation
3005188,CMY-165,Escherichia coli,,cephalosporin,antibiotic inactivation
3005189,CMY-166,Escherichia coli,,cephalosporin,antibiotic inactivation
3005190,CMY-149,Proteus mirabilis,,cephalosporin,antibiotic inactivation
3005191,CMY-139,Escherichia coli,,cephalosporin,antibiotic inactivation
3005192,CMY-148,Escherichia coli,,cephalosporin,antibiotic inactivation
3005193,CMY-163,Escherichia coli,,cephalosporin,antibiotic inactivation
3005194,CMY-154,Escherichia coli,,cephalosporin,antibiotic inactivation
3005195,CMY-142,Escherichia coli,,cephalosporin,antibiotic inactivation
3005196,CMY-141,Escherichia coli,,cephalosporin,antibiotic inactivation
3003132,CMY-124,Citrobacter freundii complex,,cephalosporin,antibiotic inactivation
3003133,CMY-125,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3005197,CMY-145,Escherichia coli,,cephalosporin,antibiotic inactivation
3003130,CMY-122,Citrobacter,,cephalosporin,antibiotic inactivation
3005198,CMY-157,Citrobacter sp.,,cephalosporin,antibiotic inactivation
3005199,CMY-171,Escherichia coli,,cephalosporin,antibiotic inactivation
3005200,CMY-155,Klebsiella sp. KF07,,cephalosporin,antibiotic inactivation
3002109,CMY-96,Escherichia coli,,cephalosporin,antibiotic inactivation
3005207,SHV-205,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005208,SHV-222,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005209,SHV-198,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005210,SHV-195,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005211,SHV-201,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005212,SHV-212,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005213,SHV-204,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005214,SHV-197,Escherichia coli,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005215,SHV-216,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003129,CMY-121,Escherichia coli,,cephalosporin,antibiotic inactivation
3006340,ADC-168,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006341,ADC-169,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006342,ADC-170,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005216,CMY-152,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3002110,CMY-97,Escherichia coli,,cephalosporin,antibiotic inactivation
3005217,CMY-151,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3003136,CMY-128,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3003137,CMY-129,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3005260,TEM-229,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005261,TEM-230,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003135,CMY-127,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3002102,CMY-89,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3005218,CMY-153,Escherichia coli,,cephalosporin,antibiotic inactivation
3003138,CMY-130,Escherichia coli,,cephalosporin,antibiotic inactivation
3006235,ACT-40,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005219,CMY-144,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3005220,CMY-138,Proteus mirabilis,,cephalosporin,antibiotic inactivation
3005222,OXA-544,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005223,SHV-194,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005224,SHV-220,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005225,SHV-210,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005226,SHV-208,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005227,SHV-206,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005228,SHV-226,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005229,SHV-196,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005230,SHV-211,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005231,SHV-219,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005232,SHV-199,Escherichia coli,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005233,SHV-227,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005234,SHV-223,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005235,SHV-214,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005236,SHV-207,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005237,SHV-1b-b,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005238,SHV-218,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005239,SHV-193,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005240,SHV-224,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005241,SHV-225,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005242,SHV-209,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005243,SHV-215,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005244,ADC-181,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005245,ADC-182,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005246,ADC-183,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005247,SHV-228,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005248,SHV-200,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005249,SHV-203,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005250,SHV-217,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005251,SHV-213,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005252,SHV-221,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005253,SHV-202,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000877,TEM-5,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006343,ADC-171,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006344,ADC-172,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3000881,TEM-9,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000901,TEM-31,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000902,TEM-32,Shigella sonnei,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000905,TEM-35,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000906,TEM-36,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000907,TEM-37,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000909,TEM-39,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001387,TEM-210,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001389,TEM-212,Providencia stuartii,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005255,TEM-224,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005256,TEM-225,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005257,TEM-226,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005265,TEM-234,Pseudomonas aeruginosa,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005266,TEM-235,mixed culture bacterium PE_gF3SD01_32,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005267,TEM-236,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005268,TEM-237,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005269,TEM-238,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005270,TEM-240,Klebsiella variicola,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005271,TEM-241,Pseudomonas aeruginosa,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005272,TEM-242,Providencia stuartii,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005273,TEM-243,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005274,PDC-225,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005282,PDC-413,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005284,PDC-264,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005285,PDC-201,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005286,PDC-346,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005287,PDC-285,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005288,PDC-337,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005289,PDC-212,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005290,PDC-352,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005291,PDC-464,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005292,PDC-19b,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005293,PDC-380,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005294,PDC-461,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005295,PDC-19a,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005296,PDC-272,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005297,PDC-255,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005298,PDC-293,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005299,PDC-183,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005300,PDC-207,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005301,PDC-306,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005302,PDC-376,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005303,PDC-117,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005304,PDC-231,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005305,PDC-104,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005306,PDC-173,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005307,PDC-292,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005308,PDC-393,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005309,PDC-119,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005310,PDC-313,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005311,PDC-257,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005312,PDC-429,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005313,PDC-449,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3005314,OXA-540,Stenotrophomonas maltophilia,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005315,OXA-779,Pseudomonas aeruginosa,oxacillin,penicillin beta-lactam,antibiotic inactivation
3005316,OXA-838,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005317,OXA-539,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005318,OXA-543,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005319,OXA-681,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005320,OXA-737,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005321,OXA-541,Pseudomonas putida,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005322,OXA-835,Pseudomonas aeruginosa,oxacillin,penicillin beta-lactam,antibiotic inactivation
3005323,OXA-926,Klebsiella,oxacillin,penicillin beta-lactam,antibiotic inactivation
3005371,KPC-39,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005324,OXA-570,Ralstonia insidiosa,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005325,OXA-573,Ralstonia insidiosa,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005326,OXA-571,Ralstonia mannitolilytica,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005327,OXA-672,Acinetobacter gyllenbergii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005328,OXA-671,Acinetobacter gyllenbergii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005329,OXA-673,unclassified Acinetobacter,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005330,OXA-931,Acinetobacter bereziniae,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005331,OXA-930,Acinetobacter bereziniae,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3006367,ADC-198,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006368,ADC-199,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005332,OXA-895,Acinetobacter bereziniae,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005333,OXA-641,Morganella morganii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005334,Trimethoprim-resistant dihydrofolate reductase DfrA42,Proteus vulgaris,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005335,OXA-496,Acinetobacter lwoffii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005336,OXA-915,Acinetobacter lwoffii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005338,OXA-648,Acinetobacter lwoffii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005339,OXA-646,Acinetobacter lwoffii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005340,OXA-649,Acinetobacter bereziniae,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005341,OXA-897,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005342,OXA-653,Acinetobacter,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005343,OXA-499,Acinetobacter pittii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005344,OXA-825,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3005345,Trimethoprim-resistant dihydrofolate reductase DfrA43,Proteus penneri,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005346,DfrA34,Salmonella enterica,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005347,DfrA37,Rheinheimera sp. D18,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005348,DfrA36,Escherichia coli,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005349,DfrA38,Acinetobacter baumannii,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005350,DfrB9,Enterobacter cloacae,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3006282,ADC-102,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006283,ADC-103,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3005351,DfrA39,Pseudomonas aeruginosa,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005354,dfr22,Escherichia coli,trimethoprim,diaminopyrimidine antibiotic,antibiotic target replacement
3005356,KPC-23,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005357,KPC-25,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005358,KPC-26,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002328,KPC-18,Escherichia coli,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005359,KPC-27,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005360,KPC-29,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005361,KPC-28,Escherichia coli,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005362,KPC-31,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005363,KPC-32,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005364,KPC-30,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005365,KPC-33,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005366,KPC-34,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005367,KPC-35,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005368,KPC-36,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005369,KPC-37,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005370,KPC-38,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005372,KPC-40,Enterobacter hormaechei,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005373,KPC-41,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005374,KPC-42,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005375,KPC-43,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005376,KPC-45,Enterobacter cloacae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005377,KPC-46,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005378,KPC-49,Escherichia coli,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005379,KPC-50,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006369,ADC-200,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3006370,ADC-201,Acinetobacter pittii,,cephalosporin,antibiotic inactivation
3005380,KPC-51,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005381,KPC-52,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005382,KPC-54,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005383,KPC-55,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005384,KPC-56,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005385,KPC-57,Klebsiella pneumoniae subsp. pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006863,AAK-1,Klebsiella pneumoniae,,carbapenem,antibiotic inactivation
3006228,ACC-1a,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",cefepime;ceftazidime;piperacillin;aztreonam;cefotaxime;cefotetan;flomoxef;moxalactam;cefpirome,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006229,ACC-1b,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",cefepime;ceftazidime;piperacillin;aztreonam;cefotaxime;cefotetan;flomoxef;moxalactam;cefpirome,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006230,ACC-1c,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",cefepime;ceftazidime;piperacillin;aztreonam;cefotaxime;cefotetan;flomoxef;moxalactam;cefpirome,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006231,ACC-1d,Hafnia alvei,cefepime;ceftazidime;piperacillin;aztreonam;cefotaxime;cefotetan;flomoxef;moxalactam;cefpirome,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006232,ACC-7,Hafnia alvei,ceftazidime,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006233,ACC-8,Klebsiella pneumoniae,ceftazidime,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006240,ACT-45,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006241,ACT-46,Enterobacter,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006242,ACT-47,Enterobacter,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006243,ACT-48,Enterobacter,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006244,ACT-49,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006245,ACT-50,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006246,ACT-51,Enterobacter kobei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006247,ACT-52,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006248,ACT-53,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006249,ACT-54,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006250,ACT-55,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006251,ACT-56,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006252,ACT-57,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006253,ACT-58,Enterobacter cloacae complex,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
