family_id,name,description,mechanism_id
3004986,pyrazinamide resistant Rv2731,A conserved alanine and arginine-rich protein with an unknown function. The protein has shown to contribute to or confer resistance to pyrazinamide.,1001
3004992,pyrazinamide resistant Rv3169,A conserved protein with an unknown function determined through proteomics study. May contribute or confer resistance to pyrazinamide resistance.,1001
3004995,rifampicin resistant rpoC,rpoC catalyzes the transcription of DNA into RNA and mutations confer resistance to rifampicin.,1001
3004998,rifampicin resistant rpoA,rpoA catalyzes the transcription of DNA into RNA and mutations confer resistance to rifampicin.,1001
3005000,Zoliflodacin resistant gyrB,Point mutations in DNA gyrase subunit B (gyrB) of Neisseria gonorrhoeae can result in resistance to Zoliflodacin.,1001
3005001,50S rRNA with mutation conferring resistance to macrolide antibiotics,Nucleotide point mutations in the 50S rRNA subunit (not in the 23s rRNA range) may confer resistance to macrolide antibiotics.,1001
3005002,antibiotic resistant polyketide synthase genes,Genes ppsA-E constitute an operon encoding enzymes involved in the biosynthesis of phthiocerol dimycocerosate and other lipids in Mycobacterium tuberculosis. Mutations within this region can result in resistance to pyrazinamide.,1001
3005011,IDC beta-lactamase,IDC beta-lactamases are class C beta-lactamases inc. cephalosporinases and carbapenemases.,1004
3005014,VMB beta-lactamase,"Vibro metallo-B-lactamase, also known as VMB is a carbapenemase beta-lactamase gene family.",1004
3005017,LMB beta-lactamase,LMB is an AMR Gene family belonging to subclass B3 metallo-beta-lactamases.,1004
3005034,YRC beta-lactamase,YRC is a ambler class C beta-lactamase from Yersinia ruckeri. It confers resistance penams and cephalosporins,1004
3005050,Intrinsic peptide antibiotic resistant Lps,LpsB is involved in lipopolysaccharide synthesis. It provides intrinsic resistance to colistin and other peptide antibiotics such as polymyxins.,3000244
3005082,Ribosomal protein mutation conferring resistance to pleuromutilin antibiotics,Ribosomal protein mutations that interfere with the rRNA conformation at the active site thus conferring antibiotic resistance.,1001
3005086,Target protecting FusB-type protein conferring resistance to Fusidic acid,Fusidic acid resistance determinants through the mediation of target protection. These protein drive the dissociation of EF-G from the ribosome thus counteracting the action of Fusidic acid.,1003
3005095,GPC beta-lactamase,GPC is a class A beta-lactamase family. It is found initially in Pseudomonas aeruginosa. It confers resistance to B-lactams.,1004
3005101,prothionamide resistant katG,"Mutations associated with katG conferring resistance to prothionamide, an analogue of isoniazid. Like isoniazid, prothionamide targets lnhA.",1001
3005103,isoniazid resistant ethA,Mutations in ethA conferring resistance to isoniazid.,1001
3005104,prothionamide resistant ethA,"Mutations in ethA conferring resistance to prothionamide, an analogue of isoniazid.",1001
3005107,prothionamide resistant mshA,"Mutations in mshA conferring resistance to prothionamide, an analogue of isoniazid.",1001
3005110,blaS,A class A beta-lactamase in Mycolicibacterium smegmatis.,1004
3005149,PAC beta-lactamase,PAC beta-lactamase is an inhibitior-resistant cephalosporin-hydrolyzing class C beta-lactamase.,1004
3005205,perchlozone resistant ethA,"Genetic variants of ethA from Mycobacterium spp. including tuberculosis, which confer resistance to the antibiotic perchlozone.",1001
3005347,trimethoprim resistant dihydrofolate reductase dfr,DfrA37 is a dihydrofolate reductase that confers resistant to Trimethoprim.,1002
3005387,AAK beta-lactamase,AAK beta-lactamases are a group of class A beta-lactamases found in Klebsiella pneumoniae.,1004
3005388,AFM beta-lactamase,AFM beta-lactamases are class B1 beta-lactamases found in proteobacteria like Pseudomonas aeruginosa.,1004
3005389,ALG11 beta-lactamase,ALG11 beta-lactamases are class B3 beta-lactamases.,1004
3005391,ALI beta-lactamase,ALI beta-lactamases are class B1 beta-lactamases found in species of the Aliivibrio genus,1004
3005392,ANA beta-lactamase,ANA beta-lactamases are class B1 beta-lactamases found in Anaeromyxobacter.,1004
3005393,AXC beta-lactamase,AXC beta-lactamases are class A beta-lactamase found in the Anaeromyxobacter genus.,1004
3005394,BSU beta-lactamase,BSU beta-lactamases are class D beta-lactamases found in Bacillus inaquosorum.,1004
3005395,CAR beta-lactamase,CAR beta-lactamases are class B3 beta-lactamases found in Pectobacterium atrosepticum.,1004
3005396,CDD beta-lactamase,CDD beta-lactamases are class D beta-lactamases found in Clostridioides difficile.,1004
3005397,CSA beta-lactamase,CMA beta-lactamases are class C beta-lactamases found in Cronobacter malonaticus.,1004
3005398,CRD3 beta-lactamase,CRD3 beta-lactamases are class B3 beta-lactamases.,1004
3005399,CRH beta-lactamase,CRH beta-lactamases are class A beta-lactamases found in Chromobacterium haemolyticum.,1004
3005400,CRP beta-lactamase,CRP beta-lactamases are class A beta-lactamase found in Chromobacterium piscinae.,1004
3005401,CSA beta-lactamase,CSA beta-lactamases are class C beta-lactamases found in Cronobacter sakazakii.,1004
3005403,CVI beta-lactamase,CVI beta-lactamases are a class B2 beta-lactamase found in Chromobacterium violaceum.,1004
3005404,DHT2 beta-lactamase,DHT2 beta-lactamases are class B3 beta-lactamases.,1004
3005405,EAM beta-lactamase,EAM beta-lactamase are class B3 beta-lactamases found in Qipengyuania aquimaris.,1004
3005406,EC beta-lactamase,EC beta-lactamases are class C beta-lactamases found in Escherichia coli.,1004
3005407,ECM beta-lactamase,ECM beta-lactamases are class B3 beta-lactamases found in Qipengyuania citrea.,1004
3005409,EFM beta-lactamase,EFM beta-lactamases are class B3 beta-lactamase found in Qipengyuania flava.,1004
3005410,ELM beta-lactamase,ELM beta-lactamases are class B3 beta-lactamases found in Erythrobacter longus.,1004
3005411,EVM beta-lactamase,EVM beta-lactamases are class B3 beta-lactamases found in Qipengyuania vulgaris.,1004
3005412,FIA beta-lactamase,FIA beta-lactamases are class B1 beta-lactamases found in Fibrella aestuarina.,1004
3005413,GIL beta-lactamase,GIL-beta-lactamases are class A beta-lactamases found in Citrobacter gillenii.,1004
3005414,GMB beta-lactamase,GMB beta-lactamases are class B1 beta-lactamases found in Citrobacter freundii.,1004
3005415,GRD23 beta-lactamase,GRD23 beta-lactamases are class B1 beta-lactamases.,1004
3005416,GRD33 beta-lactamase,GRD33 beta-lactamases are class B3 beta-lactamases.,1004
3005417,KLUC beta-lactamase,"KLUC beta-lactamases are class A beta-lactamases found in Kluyvera cryocrescens, Escherichia coli and Enterobacteriaceae.",1004
3005418,LHK beta-lactamase,LHK beta-lactamases are class C beta-lactamases found in Laribacter hongkongensis.,1004
3005419,LRG beta-lactamase,LRG beta-lactamases are class A beta-lactamases.,1004
3005420,LUS beta-lactamase,LUS beta-lactamases are class A beta-lactamases found in Pedobacter lusitanus.,1004
3005421,LUT beta-lactamase,LUT beta-lactamases are class A beta lactamases found in Pseudomonas luteola.,1004
3005422,MAL beta-lactamase,MAL beta-lactamase are class A beta-lactamases found in Citrobacter koseri.,1004
3005423,MBL beta-lactamase,MBL beta-lactamases are class B3 beta-lactamases found in Caulobacter vibrioides.,1004
3005424,MOC beta-lactamase,MOC beta-lactamases are class B1 beta-lactamase found in Myroides odoratus.,1004
3005425,MOR beta-lactamase,MOR beta-lactamases are class C beta-lactamases found in Morganella morganii.,1004
3005426,MYO beta-lactamase,MYO beta-lactamases are class B1 beta-lactamases found in Myroides odoratimimus.,1004
3005427,MYX beta-lactamase,MYX beta-lactamases are class B1 beta-lactamases found in Myxococcus.,1004
3005428,OHIO beta-lactamase,OHIO beta-lactamases are class A beta-lactamases.,1004
3005429,ORN beta-lactamase,ORN beta-lactamases are class A beta-lactamases found in Raoultella ornithinolytica.,1004
3005430,ORR beta-lactamase,ORR beta-lactamases are class B1 beta-lactamases found in Ornithobacterium rhinotracheale.,1004
3005431,PAU beta-lactamase,PAU beta-lactamases are class A beta-lactamases found in Pseudomonas aeruginosa.,1004
3005432,PFM beta-lactamase,PFM beta-lactamases are class B2 beta-lactamases found in Pseudomonas fluorescens.,1004
3005433,PLA beta-lactamase,PLA beta-lactamases are class A beta-lactamase found in Raoultella planticola.,1004
3005435,PME beta-lactamase,PME beta-lactamases are class A beta-lactamases found in Gammaproteobacteria.,1004
3005436,POM beta-lactamase,POM beta-lactamases are class B3 beta-lactamases found in Pseudomonas otitidis.,1004
3005437,PST beta-lactamase,PST bea-lactamases are class B1 beta-lactamases found in Pseudomonas stutzeri.,1004
3005438,PSV beta-lactamase,PSV beta-lactamases are class A beta-lactamases found in Pseudovibrio.,1004
3005439,RAHN beta-lactamase,RAHN beta-lactamases are class A beta-lactamases found in Rahnella aquatilis.,1004
3005440,RSA2 beta-lactamase,RSA2 beta-lactamases are class A beta-lactamases.,1004
3005441,RSD2 beta-lactamase,RSD2 beta-lactamases are class D beta-lactamases.,1004
3005443,SFC beta-lactamase,SFC beta-lactamases are class A beta-lactamases found in Serratia fonticola.,1004
3005444,SFO beta-lactamase,SFO beta-lactamases are class A beta-lactamases found in Gammaproteobacteria.,1004
3005445,SGM beta-lactamase,SGM beta-lactamases are class A beta-lactamases found in members of the Sphingobium genus.,1004
3005446,SHN beta-lactamase,SHN beta-lactamases are class B1 beta-lactamases found in Shewanella denitrificans.,1004
3005447,SPN79 beta-lactamase,SPN beta-lactamases are class B1 beta-lactamases.,1004
3005448,SPR beta-lactamase,SPR beta-lactamases are class B beta-lactamases found in Serratia proteamaculans.,1004
3005449,SPS beta-lactamase,SPS beta-lactamases are class B1 beta lactamases found in Sediminispirochaeta smaragdinae.,1004
3005450,SPU beta-lactamase,SPU beta-lactamases are class A beta-lactamases found in Capnocytophaga sputigena.,1004
3005451,SST beta-lactamase,SST beta-lactamases are class C beta-lactamases found in Serratia marcescens.,1004
3005452,STA beta-lactamase,STA beta-lactamases are class B1 beta-lactamases found in Stigmatella aurantiaca.,1004
3005453,TER beta-lactamase,TER beta-lactamases are class A beta-lactamases found in Raoultella terrigena.,1004
3005454,TTU beta-lactamase,TTU beta-lactamases are class B1 beta-lactamases found in Teredinibacter turnerae.,1004
3005455,VHH beta-lactamase,VHH beta-lactamases are class A beta-lactamases found in Vibrio harveyi.,1004
3005456,VHW beta-lactamase,VHW beta-lactamases are class A beta-lactamases found Vibrio harveyi.,1004
3005457,YEM beta-lactamase,YEM beta-lactamases are class B2 beta-lactamases found in Yersinia mollaretii.,1004
3005458,ZOG beta-lactamase,ZOG beta-lactamases are class B1 beta-lactamases found in Zobellia galactanivorans.,1004
3005460,ADC beta-lactamases pending classification for carbapenemase activity,ADC beta-lactamases with undetermined carbapenemase activity.,1004
3007016,SHD beta-lactamase,SHD beta-lactamases are class B1 beta-lactamases found in Shewanella denitrificans.,1004
3007030,sal-type ABC-F protein,"Sal proteins are a part of the ABC-F proteins, expressed in staphylococci that confer resistance to group A streptogramin, lincosamide, and pleuromutilin antibiotics through ribosomal protection.",1004
3007056,Antibiotic resistant Helicobacter pylori nitroreductase,Inactivation of the oxygen-insensitive NADPH nitroreductases in Helicobacter pylori play a role in metronidazole resistance.,1001
3007065,VAM beta-lactamase,VAM beta-lactamases are class B1 beta-lactamases found in Vibrio alginolyticus.,1004
3007068,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,"ABC-F subfamily ATP-binding cassette ribosomal protection proteins of unknown, unclear or miscellaneous classification which nevertheless confer resistance to antibiotics through ribosomal protection and not through antibiotic efflux. These proteins should be further reviewed to elucidate associated genes, their function, origin and classification.",1001
3007074,capreomycin phosphotransferase,Capreomycin family of phosphotransferases confer resistance to capreomycin antibiotics.,1004
3007084,PRC beta-lactamase,PRC beta-lactamases are class C beta-lactamases.,1004
3007100,class A Bacillus cereus Bc beta-lactamase,"Class A Bacillus cereus Bc beta-lactamases are enzymes that break down beta-lactam antibiotics, particularly penicillins.",1004
3007103,nitroimidazole reductase,"Nitroimidazole reductases are a group of enzymes that deactivate nitroimidazole antibiotics by reducing their nitro functional group to an amino group. These enzymes are associated with resistance to nitroimidazole derivatives in Bacteroides fragilis but have also been reported in a variety of anaerobic Gram-negative and Gram-positive genera. The minimum inhibitory concentrations for these enzymes vary greatly depending on species, strain, and precise nitroimidazole treatment used.",1004
3007117,subclass B1 Bacteroides xylanisolvens crx beta-lactamase,Subclass B1 Bacteroides xylanisolvens crx beta-lactamases are zinc metallo-beta-lactamases that hydrolyze carbapenems.,1004
3007179,class A Mycobacterium abscessus beta-lactamase,Class A beta-lactamse from M. abscessus.,1004
3007181,class A Mycobacterium tuberculosis bla beta-lactamase,Class A beta-lactamase from M. tuberculosis.,1004
3007184,multidrug resistant Rv1258c,Mutations in the Rv1258c efflux pump contributing to resistance to multiple antibiotics.,1001
3007198,PAM beta-lactamase,A family of subclass B3 metallo-beta-lactamases discovered in Pseudomonas alcaligenes and found in other members of the Pseudomonas genus. PAM beta-lactamases hydrolyze cephalosporins and carbenems.,1004
3007205,KBL beta-lactamase,Kathmandu beta-lactamases are a group of class A beta-lactamases that hydrolyze penicillin antibiotics.,1004
3007207,helicase-like RNA polymerase protection protein,Helicase-like proteins that confer resistance to antibiotics such as rifamycins by preventing or disrupting their binding to RNA polymerase.,1003
3007290,fosfomycin thiol transferase inhibitor,Adjuvants shown to inhibit the action of fosfomycin thiol transferases.,1004
3007373,PJM beta-lactamase,A family of subclass B3 metallo-beta-lactamases with activity against a range of beta-lactam antibiotics.,1004
3007393,AAC(2')-I,"A family of aminoglycoside 2'-N-acetyltransferase enzymes which inactivate gentamicin and tobramycin through enzymatic acetylation, thereby conferring resistance to these compounds.",1003
3007405,ANT(2'')-I,"	A family of aminoglycoside 2''-O-nucleotidyltransferase enzymes which inactivate gentamicin, tobramycin & dibekacin by catalyzing the transfer of an AMP group from an ATP substrate, thereby conferring resistance to these compounds.",1004
3007419,aminoglycoside bifunctional resistance protein,"Bifunctional aminoglycoside-inactivating enzymes composed of two separate functional domains. These proteins possess activity from both enzyme components, thereby conferring resistance to the combination of antibiotics from both domains, and may include acetylation, phosphorylation or nucleotidylation activity.",1004
3007426,ECF transporter S component,ECF transporter S component genes involved in host nutrient uptake.,3007424
3007428,polymyxin resistance operon,Operon or gene clusters confering resistance to polymyxin antibiotics.,1001
3007430,alm glycyl carrier protein,Glycyl carrier proteins associated with polymixin resistance operons.,1001
3007432,alm glycyltransferase,Glycyl transferase associated with polymyxin resistance operons not interacting with lipid A.,1001
3007439,SSA beta-lactamase,SSA beta-lactamases are a family of Class A beta-lactamases.,1004
3007440,WUS beta-lactamase,WUS is a family of the metallo-beta-lactamases.,1004
3007441,LAQ beta lactamase,LAQ is a class C beta lactamase.,1004
3007477,antibiotic resistant ATP synthase,"ATP synthase enzymes, specifically subunit C, resistant to diarylquinolone antibiotics including Bedaquiline. Mutations in ATP synthase confer antibiotic resistance by disrupting binding and blocking of ATP synthase reactions by Bedaquiline.",1001
3007482,RAD beta-lactamase,RAD beta-lactamases are a class D beta-lactamase first identified in Riemerella anatipestifer.,1004
3007526,spectinomycin resistant rpsE,"Amino acid substitutions in ribosomal protein S5, the product of the rpsE gene, is associated with resistance to spectinomycin (SpcR). This protein is located on the 30S subunit and interacts with 16S rRNA and other proteins.",1001
3007634,CAE beta-lactamase,CAE beta-lactamases are a novel class A serine beta-lactamase family first isolated from Comamonas aquatica.,1004
3007647,PSZ beta-lactamase,"PSZ beta-lactamases are a novel AmpC enzyme gene family, which was found on a strain of Pantoea endophytica isolated from a rabbit in a livestock farm in China. It shows resistance to penicillins and several cephalosporins, and shares the highest amino acid similarity with the function-characterized AmpC enzyme ERH-1.",1004
3007649,CDA beta-lactamase,A CDA beta-lactamase was identified as a novel class C enzyme that was phylogenetically and biochemically close to the chromosome-borne beta-lactamases of the genera Enterobacter and Citrobacter.,1004
3007656,antibiotic resistant Mycobacterium tuberculosis nitroreductase,Inactivation of the F420-dependent anti-oxidant mechanism that protects M.tuberculosis against oxidative stress and bactericidal agents plays a role in antibiotic resistance.,1001
3007657,metal transporters with antibiotic efflux,"Efflux pumps also regulate the level of metal ions in the cytoplasm but are toxic when in excess. Metals often act as a facilitator in the proliferation and persistence of antibiotic resistance. Therefore, metal contamination in natural environments could have an important role in maintaining and promoting antibiotic resistance. The presence of metals co-selects for antibiotic resistance and leads to the development of cross-resistance. Micro-organisms adopt various mechanisms that may confer resistance against more than one antimicrobial, of which multidrug efflux systems are the most common.",10000
3007673,bedaquiline resistant Rv0678,Loss-of-function mutations in the Mycobacterium Rv0678 gene associated with bedaquiline resistance.,1001
3007683,Serine/threonine kinases,"The eukaryotic-type Ser/Thr kinase (STKs) IreK (intrinsic resistance of enterococci kinase) belongs to a family of transmembrane kinases defined by the presence of multiple extracellular PASTA (penicillin-binding protein and serine/threonine kinase associated) domains. In prokaryotes, STKs modulate cellular functions such as growth, differentiation, and secondary metabolism. When the external environment changes, prokaryotes rely on signal transduction systems, including STKs that quickly sense these changes and alter gene expression to induce the appropriate metabolic changes.",3000244
3007684,transmembrane protein conferring colistin resistance,Mutations in mgrB transmembrane proteins can confer resistance to the antibiotic colistin.,3003764
3007691,bedaquiline resistant Rv2535c,Loss-of-function mutations in Rv2535c are a common mechanism of resistance.,1001
3007696,OXA-1-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-1.,1004
3007697,OXA-10-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-10.,1004
3007698,OXA-114-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-114.,1004
3007699,OXA-12-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-12.,1004
3007700,OXA-134-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-134.,1004
3007701,OXA-143-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-143.,1004
3007702,OXA-184-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-184.,1004
3007703,OXA-198-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-198.,1004
3007704,OXA-2-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-2.,1004
3007705,OXA-211-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-211.,1004
3007706,OXA-213-like beta-lactamase,OXA-213-like enzymes have been identified to be intrinsic to A. calcoaceticus and have been subsequently detected in A. pittii. Phylogenetic analysis of OXA-213-like proteins identified two distinct subgroups within the OXA family. The first group was linked to A. pittii and the second group to A. calcoaceticus. The carbapenemase activity of these OXAs may be related to the species-dependent effect.,1004
3007707,OXA-214-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-214.,1004
3007708,OXA-22-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-22.,1004
3007709,OXA-229-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-229.,1004
3007710,OXA-23-like beta-lactamase,"A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases, specifically imipenem, derived from OXA-23, first identified in Acinetobacter baumannii.",1004
3007711,OXA-24-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-24.,1004
3007712,OXA-266-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-266.,1004
3007713,OXA-274-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-274.,1004
3007714,OXA-286-like beta-lactamase ,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-286.,1004
3007715,OXA-294-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-294.,1004
3007716,OXA-364-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-364.,1004
3007717,OXA-372-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-372.,1004
3007718,OXA-42-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-42.,1004
3007719,OXA-427-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-427.,1004
3007720,OXA-46-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-46.,1004
3007721,OXA-48-like beta-lactamase,"OXA-48-type beta-lactamases are now routinely encountered in bacterial infections caused by carbapenam-resistant Enterobacterales. OXA-48-like proteins confer resistance to penicillin (which is efficiently hydrolyzed) and carbapenam antibiotics (which is more slowly broken down). The spectrum of activity of these variants varies, with some hydrolyzing expanded-spectrum oxyimino-cephalosporins.",1004
3007722,OXA-493-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-493.,1004
3007723,OXA-5-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-5.,1004
3007724,OXA-50-like beta-lactamase ,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-50.,1004
3007725,OXA-51-like beta-lactamase,"The maximum number of blaOXA belonged to the OXA-51-like subfamily. An earlier study had reported that OXA-51-like enzymes were present exclusively in A. baumannii. Similar to most of the other OXA-type carbapenemases, the OXA-51-like enzymes show weak carbapenemase activity; however, the presence of the insertion sequence ISAba1 upstream of the blaOXA-51-like gene may provide a promoter that allows the overproduction of carbapenemase, and this results in carbapenem resistance.",1004
3007726,OXA-548-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-548.,1004
3007727,OXA-55-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-55.,1004
3007728,OXA-58-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-58.,1004
3007729,OXA-60-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-60.,1004
3007730,OXA-61-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-61.,1004
3007731,OXA-62-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-62.,1004
3007732,OXA-63-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-63.,1004
3007733,OXA-679-like beta-lactamase,A subfamily of carbapenem-hydrolyzing class D OXA beta-lactamases derived from OXA-679.,1004
3007734,OXA-727-like beta-lactamase,A subfamily of extended-spectrum oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-727.,1004
3007735,OXA-9-like beta-lactamase,A subfamily of oxacillin-hydrolyzing class D OXA beta-lactamases derived from OXA-9.,1004
3007797,ampR transcriptional regulator with mutation conferring resistance to monobactam antibiotics,ampR is a LysR-type transcriptional regulator for beta-lactamase-encoding gene expression. Mutations in ampR of certain organisms have been shown to confer resistance to antibiotics due to beta-lactamase overexpression.,1001
3007799,isoniazid resistant iniA,Mutations that occurs on the iniA genes resulting in the resistance to isoniazid.,1001;10000
3007800,RATA beta-lactamase,RATA is a family of class A carbapenemases identified from the chromosome of Riemerella anatipestifer.,1004
3007839,CIM beta-lactamase,"CIM (C. indologenes MBL) are a family of subclass B1 metallo-beta-lactamases originally identified from Chryseobacterium indologenes, and which exhibit carbapenem-hydrolyzing activity.",1004
3007841,prothionamide resistant fabG1,Antibiotic resistant gene variants of mycobacterial fabG1 which confer resistance to prothionamide antibiotics.,1001
3007845,SIE beta-lactamase,"SIE is a subclass B3 metallo-beta-lactamase with enzymatic activity against cephalosporins and carbapanems, first identified from Sphingobium indicum.",1004
3007847,NWM beta-lactamase,"NWM is a subclass B3 metallo beta-lactamase with enzymatic activity against carbapenems, first identified in Pseudomonas aeruginosa.",1004
3007851,delamanid-resistant fgd1,Genetic variants of F420-dependent glucose-6-phosphate dehydrogenase Fgd1 with mutations associated with resistance to the nitroimidazole antibiotic delamanid.,1001
3007853,clofazimine resistant Rv0678,Loss-of-function mutations in the Mycobacterium Rv0678 gene associated with clofazimine resistance.,1004
3007856,CHM beta-lactamase,"CHM is a subclass B1 metallo B-lactamase with enzymatic activity against cephalosporins and carbapenems, first identified in the Chryseobacterium spp. functional gene library.",1004
3007858,BIM beta-lactamase,BIM is a family of ambler molecular class B beta-lactamases from Pseudomonas putida. It confers resistance to carbapenems and cephalosporins.,1004
3007860,DYB beta-lactamase,"DYB is a family of subclass B1 metallo-beta-lactamases identified from Dysgonomonas capnocytophagoides. These enzymes confer resistance to beta-lactam antibiotics, including carbapenems.",1004
3007863,ASU1 beta-lactamase,ASU1 is a family of class A beta-lactamase enzymes shown to confer resistance to beta-lactam and cephalosporin antibiotics through enzymatic inactivation.,1004
3007864,B3SU1 beta-lactamase,B3SU1 is a family of subclass B3 metallo-beta-lactamase enzymes which confer resistance to beta-lactam and cephalosporin antibiotics through enzymatic inactivation.,1004
3007865,B3SU2 beta-lactamase,B3SU2 is a family of subclass B3 metallo-beta-lactamases which confer resistance to beta-lactam and cephalosporin antibiotics through enzymatic inactivation.,1004
3007866,BMHC beta-lactamase,BMHC is a family of subclass B1 metallo-beta-lactamase enzymes which confer resistance to carbapenem antibiotics through enzymatic inactivation.,1004
3007867,BOR beta-lactamase,BOR is a family of class A beta-lactamase enzymes which confer resistance to beta-lactam antibiotics through enzymatic inactivation.,1004
3007868,GMA beta-lactamase,GMA is a family of class A beta-lactamases which confer resistance to beta-lactam antibiotics through enzymatic inactivation.,1004
3007869,HBL beta-lactamase,HBL is a family of class A beta-lactamases which enzymatically inactivate beta-lactam antibiotics.,1004
3007870,HER beta-lactamase,HER is a family of class A beta-lactamases which enzymatically inactivation penam-type beta-lactam antibiotics.,1004
3007872,PAD beta-lactamase,PAD is a family of carbapenem-hydrolyzing class A beta-lactamases which enzymatically inactivate beta-lactam and carbapenem antibiotics.,1004
3007873,PEN-A beta-lactamase,PEN-A is a family of class A beta-lactamases which enzymatically inactivate beta-lactam antibiotics.,1004
3007874,PEN-B beta-lactamase,PEN-B is a family of class A beta-lactamase enzymes which inactivate beta-lactam antibiotics.,1004
3007875,PNC beta-lactamase,PNC is a family of extended-spectrum class C beta-lactamases which enzymatically inactivate cephalosporin antibiotics.,1004
3007876,RAA beta-lactamase,RAA is a family of class A extended-spectrum beta-lactamases which enzymatically inactivate cephalosporin antibiotics.,1004
3007877,RASA beta-lactamase,RASA is a family of extended-spectrum class A beta-lactamases which enzymatically inactivate cephalosporin antibiotics.,1004
3007878,RSC1 beta-lactamase,RSC1 is a family of class C beta-lactamases which inactivate cephalosporin antibiotics.,1004
3007879,RSD 1,RSD1 is a family of class D beta-lactamases which confer resistance to beta-lactam antibiotics.,1004
3007880,SED beta-lactamase,SED is a family of broad-spectrum class A beta-lactamases.,1004
3007881,SFDC beta-lactamase,SFDC is a family of extended-spectrum class C beta-lactamases which confer resistance to cephalosporin antibiotics.,1004
3007882,YOC beta-lactamase,YOC is a family of class C beta-lactamases which inactivate cephalosporin antibiotics.,1004
