organism_id,name,taxonomy_id,rank,lineage
1076,Gardnerella greenwoodii,2914925,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella
1077,Gardnerella leopoldii,2792978,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella
1078,Gardnerella pickettii,2914924,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella
1079,Gardnerella piotii,2792977,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella
1080,Gardnerella swidsinskii,2792979,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella
1081,Gardnerella vaginalis,2702,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella
1082,Gemella asaccharolytica,502393,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemelliphila
1083,Gemella bergeriae,84136,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1084,Gemella haemolysans,1379,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1085,Gemella massiliensis,1909670,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1086,Gemella morbillorum,29391,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1087,Gemella parahaemolysans,1179782,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1088,Gemella sanguinis,84135,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1089,Gemella taiwanensis,1179787,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella
1090,Geobacillus stearothermophilus,1422,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Anoxybacillaceae; Geobacillus
1091,Glaesserella parasuis,738,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Glaesserella
1092,Globicatella sanguinis,13076,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Globicatella
1093,Gordonia aichiensis,36820,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1094,Gordonia amicalis,89053,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1095,Gordonia araii,263909,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1096,Gordonia bronchialis,2054,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1097,Gordonia effusa,263908,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1098,Gordonia hongkongensis,1701090,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1099,Gordonia iterans,1004901,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1100,Gordonia otitidis,249058,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1101,Gordonia polyisoprenivorans,84595,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1102,Gordonia rubripertincta,36822,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1103,Gordonia sputi,36823,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1104,Gordonia terrae,2055,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1105,Gordonia westfalica,158898,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
1106,Gordonibacter faecis,3047475,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Eggerthellales; Eggerthellaceae; Gordonibacter
1107,Gordonibacter pamelaeae,471189,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Eggerthellales; Eggerthellaceae; Gordonibacter
1108,Gordonibacter urolithinfaciens,1335613,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Eggerthellales; Eggerthellaceae; Gordonibacter
1109,Gracilibacillus timonensis,1816696,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Gracilibacillus
1110,Gram-negative bacterium TC71,203855,species,cellular organisms; Bacteria; unclassified Bacteria
1111,Granulibacter bethesdensis,364410,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Granulibacter
1112,Granulicatella adiacens,46124,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella
1113,Granulicatella elegans,137732,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella
1114,Grimontia hollisae,673,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Grimontia
1115,Gulosibacter hominis,2770504,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Gulosibacter
1116,Gulosibacter massiliensis,2479839,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Gulosibacter
1117,Haematobacter genomospecies 1,366618,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Haematobacter
1118,Haematobacter massiliensis,195105,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Haematobacter
1119,Haematobacter missouriensis,366616,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Haematobacter
1120,Haematomicrobium sanguinis,479106,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Haematomicrobium
1121,Haematospirillum jordaniae,1549855,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Novispirillaceae; Haematospirillum
1122,Haemophilus aegyptius,197575,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1123,Haemophilus ducreyi,730,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1124,Haemophilus haemolyticus,726,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1125,Haemophilus influenzae,727,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1126,Haemophilus influenzae R2846,262727,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus influenzae
1127,Haemophilus influenzae Rd KW20,71421,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus influenzae
1128,Haemophilus parahaemolyticus,735,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1129,Haemophilus parainfluenzae,729,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1130,Haemophilus parainfluenzae T3T1,862965,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus parainfluenzae
1131,Haemophilus paraphrohaemolyticus,736,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1132,Haemophilus pittmaniae,249188,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1133,Haemophilus quentini,123834,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1134,Haemophilus seminalis,2582921,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1135,Haemophilus sputorum,1078480,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
1136,Hafnia alvei,569,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Hafnia
1137,Hafnia paralvei,546367,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Hafnia
1138,Halalkalibacterium halodurans,86665,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacterium (ex Joshi et al. 2022)
1139,Halobacterium salinarum,2242,species,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium
1140,Halomonas faecis,1562110,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas
1141,Halomonas hamiltonii,502829,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Vreelandella
1142,Halomonas johnsoniae,502829,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Vreelandella
1143,Halomonas stevensii,502821,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Vreelandella
1144,Halomonas venusta,44935,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Vreelandella
1145,Hazenella coriacea,1179467,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Hazenella
1146,Helcobacillus massiliensis,521392,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Helcobacillus
1147,Helcococcus kunzii,40091,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Helcococcus
1148,Helcococcus massiliensis,2040290,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Helcococcus
1149,Helcococcus pyogenes,267400,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Helcococcus
1150,Helcococcus seattlensis,1441821,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Helcococcus
1151,Helcococcus sueciensis,241555,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Helcococcus
1152,Helicobacter ailurogastricus,1578720,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1153,Helicobacter bilis,37372,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1154,Helicobacter bizzozeronii,56877,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1155,Helicobacter canadensis,123841,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1156,Helicobacter canis,29419,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1157,Helicobacter cinaedi,213,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1158,Helicobacter felis,214,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1159,Helicobacter fennelliae,215,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1160,Helicobacter heilmannii,35817,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1161,Helicobacter kumamotonensis,2875691,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1162,Helicobacter pullorum,35818,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1163,Helicobacter pylori,210,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1164,Helicobacter pylori 26695,85962,strain,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; Helicobacter pylori
1165,Helicobacter pylori Hp P-30,992087,strain,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; Helicobacter pylori
1166,Helicobacter salomonis,56878,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1167,Helicobacter sp flexispira,2353,genus,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae
1168,Helicobacter suis,104628,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1169,Helicobacter trogontum,50960,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1170,Helicobacter westmeadii,213,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1171,Helicobacter winghamensis,157268,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1172,Helicobacter zhangjianzhongii,2974574,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter
1173,Holdemania filiformis,61171,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania
1174,Holtiella tumoricola,3018743,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Cellulosilyticaceae; Holtiella
1175,Hominibacterium faecale,2839743,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Hominibacterium
1176,Huaxiibacter chinensis,2899785,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Huaxiibacter
1177,Hungatella hathewayi,154046,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Hungatella
1178,Hydrogeniiclostidium mannosilyticum,2764322,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Acutalibacteraceae; Hydrogeniiclostridium
1179,Hyphomonas beringensis,1280946,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomonadales; Hyphomonadaceae; Hyphomonas
1180,Ignatzschineria indica,472583,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Ignatzschineriaceae; Ignatzschineria
1181,Ignatzschineria larvae,112009,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Ignatzschineriaceae; Ignatzschineria
1182,Ignatzschineria ureiclastica,472582,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Ignatzschineriaceae; Ignatzschineria
1183,Ignavigranum ruoffiae,89093,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Ignavigranum
1184,IncQ plasmid pIE1120,77644,species,other entries; other sequences; plasmids
1185,Inquilinus limosus,171674,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Inquilinus
1186,Intestinimonas butyriciproducens,1297617,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriales incertae sedis; Intestinimonas
1187,Intestinimonas massiliensis,1673721,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriales incertae sedis; Intestinimonas
1188,Janibacter hoylei,364298,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Janibacter
1189,Janibacter melonis,262209,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Janibacter
1190,Janthinobacterium lividum,29581,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium
1191,Johnsonella ignava,43995,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Johnsonella
1192,Jonquetella anthropi,428712,species,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Dethiosulfovibrionaceae; Jonquetella
1193,Kaistella daneshvariae,2487074,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group; Kaistella
1194,Kerstersia gyiorum,206506,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Kerstersia
1195,Kerstersia similis,206505,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Kerstersia
1196,Kingella denitrificans,502,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella
1197,Kingella kingae,504,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella
1198,Kingella negevensis,1522312,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella
1199,Kingella oralis,505,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella
1200,Kingella potus,265175,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella
1201,Kingella pumchi,2779506,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella
1202,Kitasatospora aureofaciens,1894,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora
1203,Klebsiella,570,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group
1204,Klebsiella aerogenes,548,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1205,Klebsiella africanensis,2489010,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1206,Klebsiella granulomatis,39824,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1207,Klebsiella grimontii,2058152,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1208,Klebsiella huaxiensis,2153354,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1209,Klebsiella michiganensis,1134687,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1210,Klebsiella oxytoca,571,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1211,Klebsiella oxytoca KONIH1,1333852,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella oxytoca
1212,Klebsiella pasteurii,2587529,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1213,Klebsiella pneumoniae,573,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex
1214,Klebsiella pneumoniae BIDMC 35,1328424,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae
1215,Klebsiella pneumoniae subsp. pneumoniae,72407,subspecies,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae
1216,Klebsiella pneumoniae subsp. pneumoniae Ecl8,1226680,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae; Klebsiella pneumoniae subsp. pneumoniae
1217,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae; Klebsiella pneumoniae subsp. pneumoniae
1218,Klebsiella pneumoniae subsp. pneumoniae KPNIH10,1094170,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae; Klebsiella pneumoniae subsp. pneumoniae
1219,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae; Klebsiella pneumoniae subsp. pneumoniae
1220,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,484021,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae; Klebsiella pneumoniae subsp. pneumoniae
1221,Klebsiella pneumoniae subsp. rhinoscleromatis SB3432,861365,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex; Klebsiella pneumoniae; Klebsiella pneumoniae subsp. rhinoscleromatis
1222,Klebsiella quasipneumoniae,1463165,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; Klebsiella pneumoniae complex
1223,Klebsiella sp.,576,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; unclassified Klebsiella
1224,Klebsiella sp. 4_1_44FAA,665944,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; unclassified Klebsiella
1225,Klebsiella sp. ARS06-441,474576,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; unclassified Klebsiella
1226,Klebsiella sp. KF07,1727153,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; unclassified Klebsiella
1227,Klebsiella sp. MB45,871235,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; unclassified Klebsiella
1228,Klebsiella sp. P1CD1,2267618,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella; unclassified Klebsiella
1229,Klebsiella spallanzanii,2587528,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
