gene_id,aro_accession,name,family_id,description,mechanism_id,DNA_accession,RNA_accession
3003642,ARO:3003642,OXA-485,3000017;3007724,"OXA-485 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|LLNM01000004.1|-|97678-98466|OXA-485 [Pseudomonas aeruginosa],gb|KSG40284.1|+|OXA-485 [Pseudomonas aeruginosa]
3003643,ARO:3003643,OXA-486,3000017;3007724,"OXA-486 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|CP038661.1|+|6223619-6224407|OXA-486 [Pseudomonas aeruginosa],gb|QBY97442.1|+|OXA-486 [Pseudomonas aeruginosa]
3003645,ARO:3003645,OXA-488,3000017;3007724,"OXA-488 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|SMRY02000082.1|-|17220-18008|OXA-488 [Pseudomonas aeruginosa],gb|TKV86805.1|+|OXA-488 [Pseudomonas aeruginosa]
3003646,ARO:3003646,CTX-M-162,3000016,"CTX-M-162 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP681697.1|+|1-876|CTX-M-162 [Klebsiella oxytoca],gb|AKO63213.1|+|CTX-M-162 [Klebsiella oxytoca]
3003647,ARO:3003647,CTX-M-163,3000016,"CTX-M-163 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP681698.1|+|1-876|CTX-M-163 [Escherichia coli],gb|AKO63214.1|+|CTX-M-163 [Escherichia coli]
3003648,ARO:3003648,CTX-M-164,3000016,"CTX-M-164 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP727571.1|+|1-876|CTX-M-164 [Proteus mirabilis],gb|AKR53959.1|+|CTX-M-164 [Proteus mirabilis]
3003649,ARO:3003649,CTX-M-165,3000016,"CTX-M-165 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP727572.1|+|1-876|CTX-M-165 [Klebsiella pneumoniae],gb|AKR53960.1|+|CTX-M-165 [Klebsiella pneumoniae]
3003650,ARO:3003650,CTX-M-166,3000016,"CTX-M-166 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|LN830266.1|+|1-876|CTX-M-166 [Escherichia coli],gb|CFW94147.1|+|CTX-M-166 [Escherichia coli]
3003652,ARO:3003652,CMY-132,3000069,"CMY-132 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP862820.1|+|1-1146|CMY-132 [Escherichia coli],gb|AKZ20822.1|+|CMY-132 [Escherichia coli]
3003653,ARO:3003653,CMY-133,3000069,"CMY-133 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP862819.1|+|1-1146|CMY-133 [Escherichia coli],gb|AKZ20821.1|+|CMY-133 [Escherichia coli]
3003654,ARO:3003654,CMY-134,3000069,CMY-134 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,gb|KP860987.1|+|11-1156|CMY-134 [Escherichia coli],gb|AKA60779.1|+|CMY-134 [Escherichia coli]
3003655,ARO:3003655,ACT-38,3000072,A class C beta-lactamase from Citrobacter freundii.,1004,gb|KP836350.1|+|1-1146|ACT-38 [Citrobacter freundii],gb|AKS43590.1|+|ACT-38 [Citrobacter freundii]
3003657,ARO:3003657,IMP-49,3000020,"IMP-49 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|KP681694.1|+|1-741|IMP-49 [Pseudomonas aeruginosa],gb|AKO63210.1|+|IMP-49 [Pseudomonas aeruginosa]
3003659,ARO:3003659,IMP-51,3000020,"IMP-51 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|LC031883.1|+|5072-5812|IMP-51 [Pseudomonas aeruginosa],gb|BAQ56016.1|+|IMP-51 [Pseudomonas aeruginosa]
3003660,ARO:3003660,VIM-44,3005014,"VIM-44 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|NG_050372.1|+|1-801|VIM-44 [Pseudomonas aeruginosa],gb|WP_063865194.1|+|VIM-44 [Pseudomonas aeruginosa]
3003661,ARO:3003661,VIM-45,3005014,"VIM-45 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|NG_050373.1|+|1-801|VIM-45 [Pseudomonas aeruginosa],gb|WP_063865195.1|+|VIM-45 [Pseudomonas aeruginosa]
3003662,ARO:3003662,VIM-46,3005014,"VIM-46 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,gb|NG_050374.1|+|1-801|VIM-46 [Pseudomonas aeruginosa],gb|WP_063865196.1|+|VIM-46 [Pseudomonas aeruginosa]
3003663,ARO:3003663,NDM-15,3000057,New Delhi metallo-beta-lactamase-15 variant of NDM-1.,1004,gb|KP735848.1|+|1-813|NDM-15 [Escherichia coli],gb|AKF43458.1|+|NDM-15 [Escherichia coli]
3003664,ARO:3003664,NDM-16a,3000057,New Delhi class B metallo-beta-lactamase-16a variant of NDM-1.,1004,gb|KP862821.1|+|1-813|NDM-16a [Klebsiella pneumoniae],gb|AKZ20823.1|+|NDM-16a [Klebsiella pneumoniae]
3003665,ARO:3003665,NmcR,3000018,NmcR is a homolog of the LysR regulator found in Enterobacter cloacae that contribute to the regulation of NmcA beta-lactamase.,1004,gb|Z21956.1|-|192-1079|NmcR [Enterobacter cloacae],gb|CAA79966.1|+|NmcR [Enterobacter cloacae]
3003670,ARO:3003670,PEDO-1,3004220,PEDO-1 is a subclass B3 metallo-beta lactamase isolated from Pedobacter roseus exhibiting resistance to carbapenems.,1004,gb|KP109677.1|+|4319-5179|PEDO-1 [Pedobacter sp. SI-33],gb|AJP77059.1|+|PEDO-1 [Pedobacter sp. SI-33]
3003676,ARO:3003676,AAC(6')-Ib',3000345,AAC(6')-Ib-SK is a chromosomal-encoded aminoglycoside acetyltransferase in Streptomyces kanamyceticus.,1004,gb|AY660529.1|+|122-676|AAC(6')-Ib' [Pseudomonas aeruginosa],gb|AAT74613.1|+|AAC(6')-Ib' [Pseudomonas aeruginosa]
3003677,ARO:3003677,AAC(6')-Iaj,3000345,AAC(6')-Iaj is a functional acetyltransferase that modifies the amino groups at the 6' positions of aminoglycosides and contributes to aminoglycoside resistance of P. aeruginosa.,1004,gb|AB709942.1|+|1195-1749|AAC(6')-Iaj [Pseudomonas aeruginosa],gb|BAM46120.1|+|AAC(6')-Iaj [Pseudomonas aeruginosa]
3003679,ARO:3003679,TriA,10004,"TriABC-OpmH is a triclosan-specific efflux pump expressed in the Gram-negative Pseudomonas aeruginosa. TriABC is the only P. aeruginosa resistance nodulation cell division (RND) pump which contains two membrane fusion proteins, TriA and TriB, and both are required for efflux pump function. TriABC associated with OpmH assemble a functional triclosan efflux pump.",1001,gb|AE004091.2|+|177307-178458|TriA [Pseudomonas aeruginosa PAO1],gb|AAG03546.1|+|TriA [Pseudomonas aeruginosa PAO1]
3003680,ARO:3003680,TriB,10004,TriB is a membrane protein that is fused to TriA and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,10000,gb|AE004091.2|+|178455-179525|TriB [Pseudomonas aeruginosa PAO1],gb|AAG03547.1|+|TriB [Pseudomonas aeruginosa PAO1]
3003681,ARO:3003681,TriC,10004,"TriC is a resistance nodulation cell division (RND) transporter that is a part of TriABC-OpmH, a triclosan-specific efflux protein.",10000,gb|AE004091.2|+|179522-182569|TriC [Pseudomonas aeruginosa PAO1],gb|AAG03548.1|+|TriC [Pseudomonas aeruginosa PAO1]
3003682,ARO:3003682,OpmH,10004,OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.,10000,gb|AE004091.2|+|5584101-5585549|OpmH [Pseudomonas aeruginosa PAO1],gb|AAG08359.1|+|OpmH [Pseudomonas aeruginosa PAO1]
3003684,ARO:3003684,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,3003292,"Point mutation of Pseudomonas aeruginosa gyrA resulted in the lowered affinity between fluoroquinolones and gyrA. Thus, conferring resistance.",1001,N/A,N/A
3003685,ARO:3003685,Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones,3003313,"Point mutation in Pseudomonas aeruginosa parE resulting in sensitivity to fluoroquinolones (ciprofloxacin). In combination with a gyrase mutation (gyrA or gyrB), it confers a high level of resistance to ciprofloxacin.",3000244,N/A,N/A
3003686,ARO:3003686,Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem,3004278,oprD is an outer membrane porin which facilitates the uptake of basic amino acids and imipenem in Pseudomonas aeruginosa.,1001,N/A,N/A
3003688,ARO:3003688,PvrR,3004286,PvrR is a response regulator that controls the conversion between antibiotic-resistant and antibiotic-susceptible forms of Pseudomonas aeruginosa biofilms through porin deletion/gene absence.,10000,N/A,N/A
3003689,ARO:3003689,MCR-1.1,3007292,"MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A, resulting reduction in negative charge of the cell membrane.",1001,gb|KP347127.1|+|22413-24038|MCR-1.1 [Escherichia coli],gb|AKF16168.1|+|MCR-1.1 [Escherichia coli]
3003691,ARO:3003691,MexJK-OpmH,10004,"MexJK-OpmH is a triclosan efflux protein expressed in the Gram-negative Pseudomonas aeruginosa. MexJ is the membrane fusion protein, MexK is the inner membrane resistance-nodulation-cell division (RND) transporter, and OpmH is the outer membrane efflux protein. MexJK is constitutively expressed in mexL mutants.",10000,N/A,N/A
3003692,ARO:3003692,MexJ,10004,MexJ is the membrane fusion protein of the MexJK multidrug efflux protein.,10000,gb|AE004091.2|-|4119270-4120373|MexJ [Pseudomonas aeruginosa PAO1],gb|AAG07065.1|+|MexJ [Pseudomonas aeruginosa PAO1]
3003693,ARO:3003693,MexK,10004,MexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,10000,gb|AE004091.2|-|4116188-4119265|MexK [Pseudomonas aeruginosa PAO1],gb|AAG07064.1|+|MexK [Pseudomonas aeruginosa PAO1]
3003694,ARO:3003694,MexJK-OprM,10004,"MexJK-OprM is a multidrug efflux protein expressed in the Gram-negative Pseudomonas aeruginosa. MexJ is the membrane fusion protein, MexK is the inner membrane resistance-nodulation-cell division (RND) transporter, and OprM is the outer membrane factor protein.",10000,N/A,N/A
3003697,ARO:3003697,MexPQ-OpmE,10004,MexPQ-OpmE multidrug efflux pump expressed in Pseudomonas aeruginosa. MexP is the membrane fusion protein; MexQ is the inner membrane transporter; and OpmE is the outer membrane channel.,10000,N/A,N/A
3003698,ARO:3003698,mexP,10004,MexP is the membrane fusion protein of the MexPQ-OpmE multidrug efflux complex.,10000,gb|AB219524.1|+|23-1180|mexP [Pseudomonas aeruginosa],gb|BAE06007.1|+|mexP [Pseudomonas aeruginosa]
3003699,ARO:3003699,mexQ,10004,MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.,10000,gb|AB219524.1|+|1177-4338|mexQ [Pseudomonas aeruginosa],gb|BAE06008.1|+|mexQ [Pseudomonas aeruginosa]
3003700,ARO:3003700,opmE,10004,opmE is an outer membrane factor protein that is part of the multidrug efflux pump MexPQ-OpmE.,10000,gb|AB219524.1|+|4335-5810|opmE [Pseudomonas aeruginosa],gb|BAE06009.1|+|opmE [Pseudomonas aeruginosa]
3003702,ARO:3003702,Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolones,3000619,Point mutation in Pseudomonas aeruginosa parC resulting in fluoroquinolone resistance also requiring a gyrA mutation.,10000,N/A,N/A
3003703,ARO:3003703,MexMN-OprM,10004,MexMN-OprM is a multidrug efflux pump expressed in Pseudomonas aeruginosa. MexM is the membrane fusion protein; MexN is the inner membrane transporter; and OprM is the outer membrane channel.,10000,N/A,N/A
3003704,ARO:3003704,mexM,10004,mexM is the membrane fusion protein of the MexMN-OprM multidrug efflux complex.,10000,gb|AB219523.1|+|22-1179|mexM [Pseudomonas aeruginosa],gb|BAE06005.1|+|mexM [Pseudomonas aeruginosa]
3003705,ARO:3003705,mexN,10004,MexN is the inner membrane transporter of the MexMN-OprM multidrug efflux complex.,10000,gb|AB219523.1|+|1176-4286|mexN [Pseudomonas aeruginosa],gb|BAE06006.1|+|mexN [Pseudomonas aeruginosa]
3003709,ARO:3003709,MexZ,10004,"MexZ is a transcriptional regulator that downregulates the mexXY multidrug transporter operon, which confers to aminoglycoside resistance on Pseudomonas aeruginosa.",10000,N/A,N/A
3003710,ARO:3003710,MexL,10004,MexL is a specific repressor of mexJK transcription and autoregulates its own expression.,10000,N/A,N/A
3003713,ARO:3003713,VCC-1,3004196,"VCC-1 is a Class A carbapenemase isolated from Vibrio cholerae and exhibits resistance to penicillins, carbapenems and monobactam antibiotics.",1004,gb|KT818596.1|+|10011-10865|VCC-1 [Vibrio cholerae],gb|ALU64000.1|+|VCC-1 [Vibrio cholerae]
3003714,ARO:3003714,PEDO-2,3004220,PEDO-2 is a subclass B3 metallo-beta lactamase isolated from Pedobacter borealis exhibiting carbapenem resistance.,1004,gb|KP109678.1|+|5818-6675|PEDO-2 [Pedobacter sp. ALS-14],gb|AJP77071.1|+|PEDO-2 [Pedobacter sp. ALS-14]
3003715,ARO:3003715,PEDO-3,3004227,PEDO-3 is a class B1 metallo-beta lactamase isolated from Pedobacter kyungheensis exhibiting resistance to carbapenems.,1004,gb|KP109679.1|-|2261-2974|PEDO-3 [Pedobacter sp. Stok-3],gb|AJP77076.1|+|PEDO-3 [Pedobacter sp. Stok-3]
3003716,ARO:3003716,CPS-1,3004221,CPS-1 is a subclass B3 metallo-beta lactamase isolated from Chyseobacterium piscium exhibiting carbapenem resistance.,1004,gb|KP109675.1|+|1329-2201|CPS-1 [Chryseobacterium sp. Stok-1],gb|AJP77054.1|+|CPS-1 [Chryseobacterium sp. Stok-1]
3003718,ARO:3003718,MSI-1,3004223,MSI-1 is a subclass B3 metallo-beta lactamase isolated from Massilia oculi conferring resistance to carbapenems.,10000,gb|KP109676.1|+|1-1026|MSI-1 [Massilia sp. SB1-3],gb|AJP77057.1|+|MSI-1 [Massilia sp. SB1-3]
3003719,ARO:3003719,MSI-OXA,3004242,MSI-OXA is an OXA-85-like class D beta lactamase isolated from Massilia oculi.,1004,gb|KP109676.1|+|1023-1841|MSI-OXA [Massilia sp. SB1-3],gb|AJP77058.1|+|MSI-OXA [Massilia sp. SB1-3]
3003720,ARO:3003720,SPG-1,3004224,SPG-1 is a subclass B3 metallo-beta lactamase isolated from Sphingomonas sp.,1004,gb|KP109680.1|-|1255-2112|SPG-1 [Sphingomonas sp. ALS-13],gb|AJP77080.1|+|SPG-1 [Sphingomonas sp. ALS-13]
3003723,ARO:3003723,vanI,3002906;3000234,"VanI is a D-Ala-D-Lac ligase that reduces vancomycin binding affinity, helping to confer vancomycin resistance as part of the VanI resistance gene cluster in Desulfitobacterium spp. and Desulfosporosinus spp.",1001,gb|LOCK01000072.1|-|166344-167390|vanI [Desulfitobacterium hafniense],gb|KTE89608.1|+|vanI [Desulfitobacterium hafniense]
3003724,ARO:3003724,vanW gene in vanI cluster,3000234;3000002,"Also known as vanWI, is a vanW variant found in the vanI gene cluster.",1001,gb|AP008230.1|-|2195401-2196522|vanW_in_vanI_cl [Desulfitobacterium hafniense Y51],gb|BAE83690.1|+|vanW_in_vanI_cl [Desulfitobacterium hafniense Y51]
3003725,ARO:3003725,vanX gene in vanI cluster,3000234;300011,"Also known as vanXI, is a vanX variant found in the vanI glycopeptide resistance gene cluster. It is a D-Ala-D-Ala dipeptidase.",1001,gb|CP001336.1|+|1776505-1777113|vanX_in_vanI_cl [Desulfitobacterium hafniense DCB-2],gb|ACL19707.1|+|vanX_in_vanI_cl [Desulfitobacterium hafniense DCB-2]
3003726,ARO:3003726,vanSI,3000234;3000071,vanS variant in the vanP cluster.,1001,N/A,N/A
3003727,ARO:3003727,vanK gene in vanI cluster,3000234;3002915,"Also known as vanKI, is a peptidoglycan bridge formation protein also known as FemAB that is part of the vanI glycopeptide resistance gene cluster.",1001,gb|AP008230.1|-|4204950-4206077|vanK_in_vanI_cl [Desulfitobacterium hafniense Y51],gb|BAE85481.1|+|vanK_in_vanI_cl [Desulfitobacterium hafniense Y51]
3003728,ARO:3003728,vanR gene in vanI cluster,3000234;3000574,"Also known as vanRI, is the regulatory transcriptional activator in the vanSR regulator within the vanI glycopeptide resistance gene cluster.",1001,gb|AP008230.1|-|4201993-4202691|vanR_in_vanI_cl [Desulfitobacterium hafniense Y51],gb|BAE85478.1|+|vanR_in_vanI_cl [Desulfitobacterium hafniense Y51]
3003729,ARO:3003729,Staphylococcus aureus ileS with mutation conferring resistance to mupirocin,3000228,Point mutations to the isoleucyl-tRNA synthetase (ileS) in Staphylococcus aureus that confer resistance to mupirocin.,1001,N/A,N/A
3003730,ARO:3003730,Bifidobacterium bifidum ileS conferring resistance to mupirocin,30000446,Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.,1001,gb|CP001840.1|-|1610637-1613960|Bbif_ileS_MUP [Bifidobacterium bifidum PRL2010],gb|ADP36409.1|+|Bbif_ileS_MUP [Bifidobacterium bifidum PRL2010]
3003731,ARO:3003731,fusD,3005086,A specific fusidic acid resistance gene conferring intrinsic resistance in the bacteria Staphylococcus saprophyticus. FusD behaves by causing dissociation of EF-G from the ribosome thus counteracting the action of Fusidic acid. It is considered a FusB-type protein.,1003,gb|CP022056.2|+|166814-167455|fusD [Staphylococcus saprophyticus],gb|ASE57902.1|+|fusD [Staphylococcus saprophyticus]
3003733,ARO:3003733,fusC,3005086,FusC is a fusidic acid resistance gene enabling ribosomal translocase EF-G dissociation from the ribosome that has been detected in Staphylococcus aureus and Staphylococcus intermedius. Its mechanism is believed to be similar to fusB due to its high level of sequence homology. It is considered a FusB-type protein.,1003,gb|BX571857.1|+|52820-53458|fusC [Staphylococcus aureus subsp. aureus MSSA476],gb|CAG41812.1|+|fusC [Staphylococcus aureus subsp. aureus MSSA476]
3003735,ARO:3003735,Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid,3003734,The mutations to this gene are involved in altering the translation elongation factor G (EF-G) in association with the ribosome to prevent fusidic acid from binding EF-G and preventing translation.,1004,N/A,N/A
3003737,ARO:3003737,Staphylococcus aureus fusE with mutation conferring resistance to fusidic acid,3003736,"The mutations to the rplF gene encoding riboprotein L6 have been shown to cause fusidic acid resistance, demonstrating a potential secondary site of action of the antibiotic that is blocked through these mutations. Several types of mutations have been identified that cause resistance, including SNPs, frameshift mutations and early stop codons.",1001,N/A,N/A
3003741,ARO:3003741,mphE,3000333,"mphE is a macrolide phosphotransferase and resistance gene identified on a plasmid, pRSB105.",1004,gb|DQ839391.1|-|12873-13757|mphE [uncultured bacterium],gb|ABI20451.1|+|mphE [uncultured bacterium]
3003742,ARO:3003742,mphG,3000333,The mphG gene encodes a macrolide 2'-phosphotransferase found in Photobacterium damselae sharing sequence similarity to mphA in E. coli.,1004,gb|AB571865.1|-|143424-144308|mphG [Photobacterium damselae subsp. damselae],gb|BAL43359.1|+|mphG [Photobacterium damselae subsp. damselae]
3003744,ARO:3003744,vatF,3000453,vatF is a streptogramin A acetyl transferase gene isolated from the chromosome of Yersinia enterocolitica.,1004,gb|AF170730.1|+|70-735|vatF [Yersinia enterocolitica],gb|AAF63432.1|+|vatF [Yersinia enterocolitica]
3003745,ARO:3003745,mef(C),10002,mef(C) is a macrolide efflux gene isolated from a plasmid in Photobacterium damselae.,10000,gb|AB571865.1|-|144313-145536|mef(C) [Photobacterium damselae subsp. damselae],gb|BAL43360.1|+|mef(C) [Photobacterium damselae subsp. damselae]
3003746,ARO:3003746,optrA,3007068,OptrA is a member of the ABC-F protein subfamily that confers resistance to oxazolidinones. The gene encoding the protein was originally isolated from a plasmid in Enterococcus faecalis and Enterococcus faecium.,10000,gb|KP399637.1|+|31477-33444|optrA [Enterococcus faecalis],gb|AKA86814.1|+|optrA [Enterococcus faecalis]
3003748,ARO:3003748,oleC,10001,oleC is an ABC transporter isolated from Streptomyces antibioticus and is involved in oleandomycin secretion.,1003,gb|L06249.1|+|1528-2505|oleC [Streptomyces antibioticus],gb|AAA26793.1|+|oleC [Streptomyces antibioticus]
3003749,ARO:3003749,salA,3007030,salA is an ABC-F subfamily protein gene isolated from the chromosome of Mammaliicoccus sciuri conferring resistance to lincosamides and streptogramins.,10000,gb|KC693025.1|+|1-1626|salA [Mammaliicoccus sciuri],gb|AGN74946.1|+|salA [Mammaliicoccus sciuri]
3003751,ARO:3003751,Escherichia coli nfsA mutations conferring resistance to nitrofurantoin,3003754,nfsA encodes the major oxygen-insesitive nitroreductase in E. coli. The first step of resistance to nitrofurazone is mutation of nfsA.,1001,N/A,N/A
3003756,ARO:3003756,Escherichia coli nfsB with mutation conferring resistance to nitrofurantoin,3003755,"nfsB encodes the minor oxygen-insesitive nitroreductase in E. coli. The first step of resistance to nitrofurazone is mutation of nfsA, while the increased resistance associated with second step mutants is a consequence of nfsB mutation.",1001,N/A,N/A
3003760,ARO:3003760,Enterococcus faecalis cls with mutation conferring resistance to daptomycin,3003272,"Cardiolipin synthase (cls) is an inner membrane protein involved in membrane synthesis and phosopholipid metabolism, with mutations to the gene being capable of conferring daptomycin resistance.",1001,N/A,N/A
3003761,ARO:3003761,eatAv,3007068,"eatAv is a mutated form of the wildtype eatA ABC-F subfamily protein isolated from Enterococcus faecium conferring resistance to lincosamides, streptogramin A's and pleuromutilins (LSaP phenotype).",1003,N/A,N/A
3003762,ARO:3003762,lnuE,3000221,lnuE encodes a lincosamide resistance gene isolated from Streptococcus suis that was truncated by an ISEnfa5-cfr-ISEnfa5 segment insertion. It shares the closest sequence similarity to lnuA.,1004,gb|KF287643.1|+|1-522|lnuE [synthetic construct],gb|AGT57825.1|+|lnuE [synthetic construct]
3003767,ARO:3003767,mphM,3000333,"mphM is a chromosomally-encoded macrolide phosphotransferases that inactivate 14-, 15- and 16-membered macrolides.",1004,gb|CP014284.1|-|189533-190432|mphM [Bacillus thuringiensis],gb|AMR06225.1|+|mphM [Bacillus thuringiensis]
3003769,ARO:3003769,Staphylococcus aureus mprF,3000863,"MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. A point mutation in the putative mprF synthase domain is associated with enhanced expression, increased synthesis and reduced daptomycin surface binding. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.",1001,N/A,N/A
3003770,ARO:3003770,Listeria monocytogenes mprF,3000863,"MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.",1001,gb|AL591981.1|-|5694-8291|Lmon_mprF [Listeria monocytogenes EGD-e],gb|CAC99773.1|+|Lmon_mprF [Listeria monocytogenes EGD-e]
3003772,ARO:3003772,Brucella suis mprF,3000863,"MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.",1001,gb|AE014292.2|+|568281-570923|Bsui_mprF [Brucella suis 1330],gb|AAN33774.1|+|Bsui_mprF [Brucella suis 1330]
3003773,ARO:3003773,Clostridium perfringens mprF,3000863,"MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.",1001,gb|CP000312.1|-|1756065-1757774|Cper_mprF [Clostridium perfringens SM101],gb|ABG86067.1|+|Cper_mprF [Clostridium perfringens SM101]
3003774,ARO:3003774,Streptococcus agalactiae mprF,3000863,"MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.",1004,gb|AE009948.1|-|2111277-2113820|Saga_mprF [Streptococcus agalactiae 2603V/R],gb|AAN00989.1|+|Saga_mprF [Streptococcus agalactiae 2603V/R]
3003775,ARO:3003775,Escherichia coli murA with mutation conferring resistance to fosfomycin,3002811,murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Overexpression of murA through mutations such as Asp369Asn and Leu370Ile confers fosfomycin resistance. Extensive evidence has shown the significance of C115 mutations in conferring fosfomycin resistance since this residue represents a primary binding site for the antibiotic across many species.,1001,N/A,N/A
3003776,ARO:3003776,Staphylococcus aureus murA with mutation conferring resistance to fosfomycin,3002811,murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Overexpression of murA through mutations confers fosfomycin resistance.,1001,N/A,N/A
3003777,ARO:3003777,Borreliella burgdorferi murA with mutation conferring resistance to fosfomycin,3002811,murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Mutations to the murA enzyme confers resistance to the antibiotic.,1001,N/A,N/A
3003778,ARO:3003778,Mycolicibacterium smegmatis ndh with mutation conferring resistance to isoniazid,3003460,Mutations in the Mycolicibacterium smegmatis ndh gene that results in increased resistance to isoniazid.,1001,N/A,N/A
3003779,ARO:3003779,Mycobacterium tuberculosis variant bovis ndh with mutation conferring resistance to isoniazid,3003460,Mutations in the Mycobacterium tuberculosis variant bovis ndh gene that results in increased resistance to isoniazid.,1001,N/A,N/A
3003784,ARO:3003784,Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin,3002811,Mycobacterium tuberculosis murA confers intrinsic resistance to fosfomycin. The presence of an aspartic acid residue in place of the critical cysteine at position 117 that enables fosfomycin binding is believed to be responsible for this intrinsic resistance.,10000;1001,N/A,N/A
3003785,ARO:3003785,Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin,3002811,Chlamydia murA confers intrinsic resistance to fosfomycin. The presence of an aspartic acid residue in place of the critical cysteine at position 119 that enables fosfomycin binding is believed to be responsible for this intrinsic resistance.,1001,gb|AY152390.1|+|1-1335|Ctra_murA_FOF [Chlamydia trachomatis],gb|AAN28945.1|+|Ctra_murA_FOF [Chlamydia trachomatis]
3003788,ARO:3003788,Bacillus subtilis pgsA with mutation conferring resistance to daptomycin,3003080,Point mutations that occur within the Bacillus subtilis pgsA gene resulting in resistance to daptomycin.,1001,N/A,N/A
3003789,ARO:3003789,Campylobacter jejuni gyrA conferring resistance to fluoroquinolones,3003292,Campylobacter jejuni is a major bacterial infectious agent associated with gastroenteritis. Quinolone resistance is reportedly conferred by a single C-257-T nucleotide substitution in the gyrA gene.,1001,N/A,N/A
3003790,ARO:3003790,Enterococcus faecium liaF mutant conferring daptomycin resistance,3004262,liaF is an accessory protein that acts as a negative regulator of liaRS signal transduction pathway. Mutations confer daptomycin resistance.,10000;1001,N/A,N/A
3003791,ARO:3003791,Enterococcus faecalis liaS mutant conferring daptomycin resistance,3004264,liaS is a histidine kinase found in the liaFSR signal transduction pathway. Mutations confer daptomycin resistance.,10000;1001,N/A,N/A
3003792,ARO:3003792,Enterococcus faecalis liaR mutant conferring daptomycin resistance,3004263,liaR is a response regulator found in the liaFSR signal transduction pathway. Mutations confer daptomycin resistance.,10000;1001,N/A,N/A
3003793,ARO:3003793,SPM-1,3000580,Plasmid-mediated SPM metallo-beta-lactamase conferring resistance to carbapenem. Originally isolated from Pseudomonas aeruginosa. Responsible for carbapenem-resistant Pseudomonas aeruginosa (CRPA) outbreaks in Brazil.,1004,gb|AJ492820.1|+|405-1235|SPM-1 [Pseudomonas aeruginosa],gb|CAD37801.1|+|SPM-1 [Pseudomonas aeruginosa]
